,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_extract__fs,param_pp__th,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,157.20430841445923,62.42772945821961,36.50803117752075,24.88710416926221,250,0.194949494949494,"{'extract__fs': 250, 'pp__th': 0.194949494949494}",,,0.38658777120315574,,,,,1,1.2736399109429515,0.8054197210956211,1.1492618322877555,1.7240292464369802,1.6066805975978908,1.3118062616722397,0.3289934204463728
