,eta,mu,K,epsilon,r2,mse
261,0.03,0.028785714285714286,1,1.4314285714285715,,
262,0.03,0.028785714285714286,1,1.715714285714286,,
263,0.03,0.028785714285714286,1,2.0,,
264,0.03,0.028785714285714286,6,0.01,,
265,0.03,0.028785714285714286,6,0.2942857142857143,,
266,0.03,0.028785714285714286,6,0.5785714285714286,,
267,0.03,0.028785714285714286,6,0.862857142857143,,
268,0.03,0.028785714285714286,6,1.1471428571428572,,
269,0.03,0.028785714285714286,6,1.4314285714285715,,
270,0.03,0.028785714285714286,6,1.715714285714286,,
271,0.03,0.028785714285714286,6,2.0,,
272,0.03,0.028785714285714286,12,0.01,,
273,0.03,0.028785714285714286,12,0.2942857142857143,,
274,0.03,0.028785714285714286,12,0.5785714285714286,,
275,0.03,0.028785714285714286,12,0.862857142857143,,
276,0.03,0.028785714285714286,12,1.1471428571428572,,
277,0.03,0.028785714285714286,12,1.4314285714285715,,
278,0.03,0.028785714285714286,12,1.715714285714286,,
279,0.03,0.028785714285714286,12,2.0,0.35865021931789853,11086845406.412306
280,0.03,0.028785714285714286,17,0.01,,
281,0.03,0.028785714285714286,17,0.2942857142857143,,
282,0.03,0.028785714285714286,17,0.5785714285714286,,
283,0.03,0.028785714285714286,17,0.862857142857143,,
284,0.03,0.028785714285714286,17,1.1471428571428572,,
285,0.03,0.028785714285714286,17,1.4314285714285715,,
286,0.03,0.028785714285714286,17,1.715714285714286,,
287,0.03,0.028785714285714286,17,2.0,,
288,0.03,0.028785714285714286,23,0.01,,
289,0.03,0.028785714285714286,23,0.2942857142857143,,
290,0.03,0.028785714285714286,23,0.5785714285714286,,
291,0.03,0.028785714285714286,23,0.862857142857143,,
292,0.03,0.028785714285714286,23,1.1471428571428572,,
293,0.03,0.028785714285714286,23,1.4314285714285715,,
294,0.03,0.028785714285714286,23,1.715714285714286,,
295,0.03,0.028785714285714286,23,2.0,,
296,0.03,0.028785714285714286,28,0.01,,
297,0.03,0.028785714285714286,28,0.2942857142857143,,
298,0.03,0.028785714285714286,28,0.5785714285714286,,
299,0.03,0.028785714285714286,28,0.862857142857143,,
300,0.03,0.028785714285714286,28,1.1471428571428572,,
301,0.03,0.028785714285714286,28,1.4314285714285715,,
302,0.03,0.028785714285714286,28,1.715714285714286,,
303,0.03,0.028785714285714286,28,2.0,,
304,0.03,0.028785714285714286,34,0.01,,
305,0.03,0.028785714285714286,34,0.2942857142857143,,
306,0.03,0.028785714285714286,34,0.5785714285714286,,
307,0.03,0.028785714285714286,34,0.862857142857143,,
308,0.03,0.028785714285714286,34,1.1471428571428572,,
309,0.03,0.028785714285714286,34,1.4314285714285715,,
310,0.03,0.028785714285714286,34,1.715714285714286,,
311,0.03,0.028785714285714286,34,2.0,,
312,0.03,0.028785714285714286,40,0.01,,
313,0.03,0.028785714285714286,40,0.2942857142857143,,
314,0.03,0.028785714285714286,40,0.5785714285714286,,
315,0.03,0.028785714285714286,40,0.862857142857143,,
316,0.03,0.028785714285714286,40,1.1471428571428572,,
317,0.03,0.028785714285714286,40,1.4314285714285715,,
318,0.03,0.028785714285714286,40,1.715714285714286,,
319,0.03,0.028785714285714286,40,2.0,,
320,0.03,0.03585714285714286,1,0.01,,
321,0.03,0.03585714285714286,1,0.2942857142857143,,
322,0.03,0.03585714285714286,1,0.5785714285714286,,
323,0.03,0.03585714285714286,1,0.862857142857143,,
324,0.03,0.03585714285714286,1,1.1471428571428572,,
325,0.03,0.03585714285714286,1,1.4314285714285715,,
326,0.03,0.03585714285714286,1,1.715714285714286,,
327,0.03,0.03585714285714286,1,2.0,,
328,0.03,0.03585714285714286,6,0.01,,
329,0.03,0.03585714285714286,6,0.2942857142857143,,
330,0.03,0.03585714285714286,6,0.5785714285714286,,
331,0.03,0.03585714285714286,6,0.862857142857143,,
332,0.03,0.03585714285714286,6,1.1471428571428572,,
333,0.03,0.03585714285714286,6,1.4314285714285715,,
334,0.03,0.03585714285714286,6,1.715714285714286,,
335,0.03,0.03585714285714286,6,2.0,,
336,0.03,0.03585714285714286,12,0.01,,
337,0.03,0.03585714285714286,12,0.2942857142857143,,
338,0.03,0.03585714285714286,12,0.5785714285714286,,
339,0.03,0.03585714285714286,12,0.862857142857143,,
340,0.03,0.03585714285714286,12,1.1471428571428572,,
341,0.03,0.03585714285714286,12,1.4314285714285715,,
342,0.03,0.03585714285714286,12,1.715714285714286,,
343,0.03,0.03585714285714286,12,2.0,,
344,0.03,0.03585714285714286,17,0.01,,
345,0.03,0.03585714285714286,17,0.2942857142857143,,
346,0.03,0.03585714285714286,17,0.5785714285714286,,
347,0.03,0.03585714285714286,17,0.862857142857143,,
348,0.03,0.03585714285714286,17,1.1471428571428572,,
349,0.03,0.03585714285714286,17,1.4314285714285715,,
350,0.03,0.03585714285714286,17,1.715714285714286,,
351,0.03,0.03585714285714286,17,2.0,,
352,0.03,0.03585714285714286,23,0.01,,
353,0.03,0.03585714285714286,23,0.2942857142857143,,
354,0.03,0.03585714285714286,23,0.5785714285714286,,
355,0.03,0.03585714285714286,23,0.862857142857143,,
356,0.03,0.03585714285714286,23,1.1471428571428572,,
357,0.03,0.03585714285714286,23,1.4314285714285715,,
358,0.03,0.03585714285714286,23,1.715714285714286,,
359,0.03,0.03585714285714286,23,2.0,,
360,0.03,0.03585714285714286,28,0.01,,
361,0.03,0.03585714285714286,28,0.2942857142857143,,
362,0.03,0.03585714285714286,28,0.5785714285714286,,
363,0.03,0.03585714285714286,28,0.862857142857143,,
364,0.03,0.03585714285714286,28,1.1471428571428572,,
365,0.03,0.03585714285714286,28,1.4314285714285715,,
366,0.03,0.03585714285714286,28,1.715714285714286,,
367,0.03,0.03585714285714286,28,2.0,,
368,0.03,0.03585714285714286,34,0.01,,
369,0.03,0.03585714285714286,34,0.2942857142857143,,
370,0.03,0.03585714285714286,34,0.5785714285714286,,
371,0.03,0.03585714285714286,34,0.862857142857143,,
372,0.03,0.03585714285714286,34,1.1471428571428572,,
373,0.03,0.03585714285714286,34,1.4314285714285715,,
374,0.03,0.03585714285714286,34,1.715714285714286,,
375,0.03,0.03585714285714286,34,2.0,,
376,0.03,0.03585714285714286,40,0.01,,
377,0.03,0.03585714285714286,40,0.2942857142857143,,
378,0.03,0.03585714285714286,40,0.5785714285714286,,
379,0.03,0.03585714285714286,40,0.862857142857143,,
380,0.03,0.03585714285714286,40,1.1471428571428572,,
381,0.03,0.03585714285714286,40,1.4314285714285715,,
382,0.03,0.03585714285714286,40,1.715714285714286,,
383,0.03,0.03585714285714286,40,2.0,,
384,0.03,0.04292857142857143,1,0.01,,
385,0.03,0.04292857142857143,1,0.2942857142857143,,
386,0.03,0.04292857142857143,1,0.5785714285714286,,
387,0.03,0.04292857142857143,1,0.862857142857143,,
388,0.03,0.04292857142857143,1,1.1471428571428572,,
389,0.03,0.04292857142857143,1,1.4314285714285715,,
390,0.03,0.04292857142857143,1,1.715714285714286,,
391,0.03,0.04292857142857143,1,2.0,,
392,0.03,0.04292857142857143,6,0.01,,
393,0.03,0.04292857142857143,6,0.2942857142857143,,
394,0.03,0.04292857142857143,6,0.5785714285714286,,
395,0.03,0.04292857142857143,6,0.862857142857143,,
396,0.03,0.04292857142857143,6,1.1471428571428572,,
397,0.03,0.04292857142857143,6,1.4314285714285715,,
398,0.03,0.04292857142857143,6,1.715714285714286,,
399,0.03,0.04292857142857143,6,2.0,,
400,0.03,0.04292857142857143,12,0.01,,
401,0.03,0.04292857142857143,12,0.2942857142857143,,
402,0.03,0.04292857142857143,12,0.5785714285714286,,
403,0.03,0.04292857142857143,12,0.862857142857143,,
404,0.03,0.04292857142857143,12,1.1471428571428572,,
405,0.03,0.04292857142857143,12,1.4314285714285715,,
406,0.03,0.04292857142857143,12,1.715714285714286,,
407,0.03,0.04292857142857143,12,2.0,,
408,0.03,0.04292857142857143,17,0.01,,
409,0.03,0.04292857142857143,17,0.2942857142857143,,
410,0.03,0.04292857142857143,17,0.5785714285714286,,
411,0.03,0.04292857142857143,17,0.862857142857143,,
412,0.03,0.04292857142857143,17,1.1471428571428572,,
413,0.03,0.04292857142857143,17,1.4314285714285715,,
414,0.03,0.04292857142857143,17,1.715714285714286,,
415,0.03,0.04292857142857143,17,2.0,,
416,0.03,0.04292857142857143,23,0.01,,
417,0.03,0.04292857142857143,23,0.2942857142857143,,
418,0.03,0.04292857142857143,23,0.5785714285714286,,
419,0.03,0.04292857142857143,23,0.862857142857143,,
420,0.03,0.04292857142857143,23,1.1471428571428572,,
421,0.03,0.04292857142857143,23,1.4314285714285715,,
422,0.03,0.04292857142857143,23,1.715714285714286,,
423,0.03,0.04292857142857143,23,2.0,,
424,0.03,0.04292857142857143,28,0.01,,
425,0.03,0.04292857142857143,28,0.2942857142857143,,
426,0.03,0.04292857142857143,28,0.5785714285714286,,
427,0.03,0.04292857142857143,28,0.862857142857143,,
428,0.03,0.04292857142857143,28,1.1471428571428572,,
429,0.03,0.04292857142857143,28,1.4314285714285715,,
430,0.03,0.04292857142857143,28,1.715714285714286,,
431,0.03,0.04292857142857143,28,2.0,,
432,0.03,0.04292857142857143,34,0.01,,
433,0.03,0.04292857142857143,34,0.2942857142857143,,
434,0.03,0.04292857142857143,34,0.5785714285714286,,
435,0.03,0.04292857142857143,34,0.862857142857143,,
436,0.03,0.04292857142857143,34,1.1471428571428572,,
437,0.03,0.04292857142857143,34,1.4314285714285715,,
438,0.03,0.04292857142857143,34,1.715714285714286,,
439,0.03,0.04292857142857143,34,2.0,,
440,0.03,0.04292857142857143,40,0.01,,
441,0.03,0.04292857142857143,40,0.2942857142857143,,
442,0.03,0.04292857142857143,40,0.5785714285714286,,
443,0.03,0.04292857142857143,40,0.862857142857143,,
444,0.03,0.04292857142857143,40,1.1471428571428572,,
445,0.03,0.04292857142857143,40,1.4314285714285715,,
446,0.03,0.04292857142857143,40,1.715714285714286,,
447,0.03,0.04292857142857143,40,2.0,,
448,0.03,0.05,1,0.01,,
449,0.03,0.05,1,0.2942857142857143,,
450,0.03,0.05,1,0.5785714285714286,,
451,0.03,0.05,1,0.862857142857143,,
452,0.03,0.05,1,1.1471428571428572,,
453,0.03,0.05,1,1.4314285714285715,,
454,0.03,0.05,1,1.715714285714286,,
455,0.03,0.05,1,2.0,,
456,0.03,0.05,6,0.01,,
457,0.03,0.05,6,0.2942857142857143,,
458,0.03,0.05,6,0.5785714285714286,,
459,0.03,0.05,6,0.862857142857143,,
460,0.03,0.05,6,1.1471428571428572,,
461,0.03,0.05,6,1.4314285714285715,,
462,0.03,0.05,6,1.715714285714286,,
463,0.03,0.05,6,2.0,,
464,0.03,0.05,12,0.01,,
465,0.03,0.05,12,0.2942857142857143,,
466,0.03,0.05,12,0.5785714285714286,,
467,0.03,0.05,12,0.862857142857143,,
468,0.03,0.05,12,1.1471428571428572,,
469,0.03,0.05,12,1.4314285714285715,,
470,0.03,0.05,12,1.715714285714286,,
471,0.03,0.05,12,2.0,,
472,0.03,0.05,17,0.01,,
473,0.03,0.05,17,0.2942857142857143,,
474,0.03,0.05,17,0.5785714285714286,,
475,0.03,0.05,17,0.862857142857143,,
476,0.03,0.05,17,1.1471428571428572,,
477,0.03,0.05,17,1.4314285714285715,,
478,0.03,0.05,17,1.715714285714286,,
479,0.03,0.05,17,2.0,,
480,0.03,0.05,23,0.01,,
481,0.03,0.05,23,0.2942857142857143,,
482,0.03,0.05,23,0.5785714285714286,,
483,0.03,0.05,23,0.862857142857143,,
484,0.03,0.05,23,1.1471428571428572,,
485,0.03,0.05,23,1.4314285714285715,,
486,0.03,0.05,23,1.715714285714286,,
487,0.03,0.05,23,2.0,,
488,0.03,0.05,28,0.01,,
489,0.03,0.05,28,0.2942857142857143,,
490,0.03,0.05,28,0.5785714285714286,,
491,0.03,0.05,28,0.862857142857143,,
492,0.03,0.05,28,1.1471428571428572,,
493,0.03,0.05,28,1.4314285714285715,,
494,0.03,0.05,28,1.715714285714286,,
495,0.03,0.05,28,2.0,,
496,0.03,0.05,34,0.01,,
497,0.03,0.05,34,0.2942857142857143,,
498,0.03,0.05,34,0.5785714285714286,,
499,0.03,0.05,34,0.862857142857143,,
500,0.03,0.05,34,1.1471428571428572,,
501,0.03,0.05,34,1.4314285714285715,,
502,0.03,0.05,34,1.715714285714286,,
503,0.03,0.05,34,2.0,,
504,0.03,0.05,40,0.01,,
505,0.03,0.05,40,0.2942857142857143,,
506,0.03,0.05,40,0.5785714285714286,,
507,0.03,0.05,40,0.862857142857143,,
508,0.03,0.05,40,1.1471428571428572,,
509,0.03,0.05,40,1.4314285714285715,,
510,0.03,0.05,40,1.715714285714286,,
511,0.03,0.05,40,2.0,,
512,0.16857142857142857,0.0005,1,0.01,0.6826239177651261,5486397072.886759
