,epsilon,sigma,r2,mse
0,0.01,0.1,-0.04901877215978767,3.559731902223223
1,0.01,169.58983050847456,0.9990974946860401,0.003062554306263237
2,0.01,339.07966101694916,0.9990600580448054,0.0031895915048836634
3,0.01,508.5694915254237,0.9990522816906325,0.003215979722870454
4,0.01,678.0593220338983,0.9990494924605053,0.0032254446740513907
5,0.01,847.5491525423729,0.9990481893394483,0.0032298666746127247
6,0.01,1017.0389830508474,0.9990474782259348,0.003232279761515739
7,0.01,1186.5288135593219,0.9990470483349593,0.003233738550109974
8,0.01,1356.0186440677965,0.9990467688690319,0.003234686887550378
9,0.01,1525.508474576271,0.9990465770623937,0.0032353377626604045
10,0.01,1694.9983050847457,0.9990464397611318,0.0032358036796635023
11,0.01,1864.4881355932202,0.9990463381181567,0.003236148594121409
12,0.01,2033.9779661016946,0.9990462607785746,0.003236411037639928
13,0.01,2203.4677966101694,0.9990462005711342,0.003236615345086034
14,0.01,2372.957627118644,0.9990461527864606,0.003236777497215162
15,0.01,2542.4474576271186,0.999046114228515,0.003236908339438933
16,0.01,2711.937288135593,0.9990460826665212,0.003237015441656045
17,0.01,2881.4271186440674,0.9990460565051942,0.003237104217293531
18,0.01,3050.916949152542,0.9990460345792833,0.0032371786205041314
19,0.01,3220.4067796610166,0.9990460160216241,0.003237241593915994
20,0.01,3389.8966101694914,0.9990460001761134,0.0032372953639449482
21,0.01,3559.3864406779658,0.9990459865389416,0.00323734164021483
22,0.01,3728.8762711864406,0.9990459747180642,0.0032373817530855723
23,0.01,3898.366101694915,0.9990459644047199,0.003237416750305328
24,0.01,4067.8559322033893,0.9990459553530696,0.003237447466103038
25,0.01,4237.345762711864,0.9990459473654142,0.003237474571349259
26,0.01,4406.835593220339,0.9990459402813107,0.003237498610489362
27,0.01,4576.325423728814,0.9990459339694548,0.0032375200290902617
28,0.01,4745.815254237288,0.9990459283215543,0.003237539194631062
29,0.01,4915.3050847457625,0.999045923247653,0.0032375564123669604
30,0.01,5084.794915254238,0.9990459186725288,0.003237571937556835
31,0.01,5254.284745762712,0.9990459145328892,0.0032375859849767476
32,0.01,5423.774576271187,0.9990459107751712,0.003237598736386643
33,0.01,5593.264406779661,0.9990459073538006,0.0032376103464384527
34,0.01,5762.754237288135,0.9990459042298031,0.0032376209473865894
35,0.01,5932.244067796611,0.9990459013696903,0.003237630652870481
36,0.01,6101.733898305085,0.9990458987445583,0.003237639560972289
