,Ka,embedding,epsilon,eta,mu,split0_r2,split1_r2,split2_r2,split3_r2,split4_r2,split5_r2,split6_r2,split7_r2,split8_r2,split9_r2,r2_mean,r2_std
0,10,5,1.3055267521432878,0.08428303845098711,0.4336547993389047,0.46481179199994366,0.41995084035048497,0.5281976044876331,-0.011892998979387037,0.6609235635773804,0.45120551395329234,0.5855687134597353,0.510711498724608,0.5724359083635893,0.2692357056782847,0.44511481416155646,0.1829111657242226
1,10,7,0.975174422525385,0.32741274355183697,0.9736627605010293,-0.039137493202958805,-0.005410075940566528,-0.032290119372931116,0.021027493690282912,-0.02928172721837021,-0.06298591687542059,0.17916277508326212,0.00904123385656439,-0.024283966272655035,-0.010841088715358388,0.0005001115031848748,0.06384062018960185
2,6,5,0.8855695922016594,0.26331326638872216,0.3473961604172684,0.5621046616303992,0.5046127548803249,0.5349247236988541,0.007009750610171422,0.4189492728692919,0.2206576511809522,0.750114522905438,0.5225713089475685,0.563691360007558,0.4674855099194285,0.4552121516649986,0.19515628696270604
3,9,8,0.8364830796810959,0.42284179186531057,0.15035078041264516,-0.06677574252488258,0.3986744476642989,0.6769866386567595,0.017833215102834598,0.6629750126767507,0.5381809285020562,0.7685917548046752,0.09328494926194232,0.6273764876935988,0.6330181002152873,0.4350145792053321,0.29198895960968757
4,5,7,1.047216090547421,0.22946864108986284,0.5304774795512048,0.2851164082789857,-0.03788727362686974,0.3033391924921581,-0.008088087187007908,-0.034717905608159384,0.295055010695731,-0.16721208017181538,-0.039604050007052215,0.01362209882209931,-0.01741856645943799,0.059220474722863146,0.16062887948235077
5,8,5,1.2640395841502143,0.08184289779753509,0.7686156243223572,-0.039441382166422734,-0.024822850771172113,0.42797234781972815,-0.011499349753405408,0.7104798195327489,-0.08094614803918698,0.5930625349441103,0.5025818085283744,0.4476972549450239,-0.01912954368409709,0.25059544913557014,0.2956227054552192
6,9,8,0.4726646866535199,0.17864953025317756,0.22655035442437188,0.4236969705575647,0.4429726987429576,0.1825901285784409,-0.01044646284672181,0.36568783475401256,-0.09247102540090771,0.26141895040150975,-0.005639593068981208,-0.08338374865848047,-0.06375346765339052,0.1420672285406004,0.2071300929180647
7,5,5,0.7482820155864282,0.01795945319595433,0.23232138825158766,0.3813959585200938,0.6037542169363522,-0.003021212891493541,0.3471790831012604,0.23259051851044346,0.16494528826338123,0.4985821218399852,0.1949121213770651,0.41479325351533036,0.42435440903860844,0.32594857582110265,0.169738035409852
8,6,9,1.463640598206967,0.04081249443461285,0.44703195379934146,0.25840732163813246,-0.033147578132668463,-0.028791980406629475,0.31037810294275914,-0.04426622684472944,-0.020386581262455176,-0.0813132557457394,0.31888924978098887,-0.03806605214175081,0.032440619667768865,0.06741436194956765,0.1525674990337864
9,6,6,2.0396181354934977,0.12872571994414425,0.18090958513604516,0.5809666109539895,0.6929099168499772,0.6598699055594065,0.4440556429226768,0.6426673019057892,0.4634287582580597,0.49435999558132593,0.22868560118111708,0.4796602775460599,0.5047089307059867,0.5191312941464389,0.12828426540049617
