,QKLMS,QKLMS_AKB,QKLMS_AMK
0,2235691.955839684,112.95523966266957,67.78583441606752
1,2881430.546912769,862.7702856473833,161.25533686440176
2,2930.834227481073,392.9041737166193,23.166428904084498
3,16722869.28013502,4422.311049564544,834.9434895540065
4,12817239.19315908,2777.8560558372956,981.6143348150066
5,5240627.783931812,178.06945938592216,200.93890476873455
6,8438064.503751898,778.8216273955358,86.37009081056202
7,982633.5375275534,1384.752192843149,405.15976321084315
8,40165047.11690952,6608.720058507652,1764.6366963406192
9,8514021.206515327,301.0615929321235,103.03847408154019
10,4311446.271575103,1445.1550039835988,431.1208890371861
11,898719.5830468701,235.5575515094874,37.988917013209466
12,28917034.57368451,3283.441289351326,1331.780581354331
13,38318611.732989065,6328.182960148856,1919.2277538377143
14,4130242.2237121714,1537.436919594823,831.9175243686732
15,7978456.021756243,1717.1223495140823,490.02507380342865
16,2447793.891374977,491.52287637641894,202.8372538744671
17,61864147.80775946,9253.450016945917,2859.7733743238227
18,4375401.0642215405,98.64567927776203,76.4813136365423
19,20010565.832774296,6853.9153154159985,1508.1899837356991
20,1359245.8141642415,679.0612635952145,118.58740022061342
21,16651242.864766126,5452.4314670415615,1784.3392488939044
22,77055757.2814706,9448.998869220773,3325.789912518475
23,23252705.25814705,6655.169649173849,2088.866697886858
24,13256306.119877577,5065.694201570997,1431.4086817099922
25,2831143.0300948676,726.6487607494199,398.03932769226174
26,78971888.17839943,15952.198272365344,5127.663164109439
27,4954.970879343092,86.3017693385259,27.857619471357648
28,25091259.563883852,6842.023180087046,2042.9342138347101
29,913980.8881640263,202.47364451218257,242.97126162679209
30,31536611.178116813,7193.426585338673,1571.9091803247254
31,74156943.97869927,14517.216155746395,4747.449423977813
32,77542733.24139419,14627.88141253299,4941.64631146549
33,49578758.52090763,9364.911141473907,1932.1891162455324
34,902571.2361611179,708.8722686234382,270.3943306868156
35,118129630.34725069,22415.08369329239,6825.651969093481
36,4426742.279003186,910.2709338895964,155.5529378899013
37,77059812.66598204,10899.441344061452,4831.272186026527
38,22775804.58706396,2353.499433742942,1057.868637246639
39,5873743.474961269,4649.966618853376,905.2095041354884
40,135659728.13258788,25257.059961802846,6840.935985598318
41,50826510.56806646,14152.878246188104,4436.297361556432
42,41777966.2321003,9209.20811979855,2643.5254483149515
43,305675.34630570194,184.3114825551843,195.27216593070082
44,99459386.13754904,16344.34356494593,5456.893264156887
45,15746405.28674733,2211.5709900355687,608.7916570327764
46,96498316.4916675,19553.655098905394,6794.488012858355
47,38991270.2744198,6231.474729557288,1859.256370302617
48,761387.2234046607,1170.344141289949,634.367525342914
49,144597270.76573738,25177.495102211913,7371.967008742795
50,619557.8736983802,1045.0849490677042,202.7218332145877
51,47877706.88693948,9644.616596174445,2356.484742653698
52,10882548.459867174,393.3751297567193,140.15503923513933
53,30454935.51527176,6566.729930161865,2609.234334821816
54,80456111.51247644,15272.342181079337,4060.8499808276338
55,141223262.2708634,34149.87817579128,9548.698644411146
56,105600505.39635345,13934.006301276042,4219.503304959746
57,1653687.9439972152,39.385424957299264,33.899642129315886
58,66031187.94293667,19371.496250353593,4928.196597753256
59,85401334.47465087,16390.181173970734,4876.948912940496
60,496586852.01876855,109062.82128455129,32499.840450267104
61,326351436.73066306,50542.70607166999,13993.83042158071
62,132526252.21602173,15223.975828942768,6385.854547538503
63,2970103.6831114627,84.24980281045335,86.09019473459256
64,122037354.01910923,17107.981930284946,5720.520874522608
65,115177445.13872842,17967.649422835737,5882.563277054195
66,689963036.7779392,159135.70847547354,47499.23445257664
67,546845074.8174548,86141.28259939206,26380.491103281296
68,243730710.1385067,38772.35207775976,11295.879488597942
69,52160994.16943588,7379.8297020356085,1846.4999014612736
70,17746201.535798598,3346.342184320232,866.7125368033734
71,157463106.30911547,37453.13769151125,10658.816614516363
72,160480427.21441966,38514.085135760164,11283.0552041577
73,136625722.71322244,25530.580578858648,6995.116095157237
74,13646131.914796358,1666.1498374157673,605.3490887902278
75,49499398.970727615,11569.780571638092,2802.235525001978
76,212460306.03939933,29794.940342274695,9508.851039089139
77,775156332.7165011,172796.8177037588,51617.52979518958
78,606936659.6797692,103288.72247570413,30490.06678154917
79,255783590.57161435,37111.73162198775,12374.177662739952
80,66023917.41705891,10138.792291462372,2665.9324301404295
81,3807610.2650044006,3348.9075280068805,551.7154403095417
82,148167676.9773813,31523.692081462443,10594.794044364387
83,5153355.037234219,3446.6873863787278,914.2646069911796
84,55716970.785191596,10430.65641502963,3000.713226385512
85,2269920.8747570408,443.4797043676154,75.97082528394779
86,48568923.489921674,7410.680197802265,3459.0898964119074
87,86459349.97400196,11427.210622791607,4199.357002556436
88,162443265.28119704,42456.99179025413,11093.946396956226
89,131369471.3504824,20928.603630889116,6199.410050053832
90,15483505.678870361,731.0659921932036,254.11385983465178
91,61494550.70508927,13714.151389712466,4303.074519014538
92,193518901.94361663,32571.161966883497,9097.64867923742
93,843475578.4711174,197665.51471635193,57534.995524560574
94,735192736.2828633,104486.3649644514,33442.5622540301
95,298315343.94340426,46572.44541243833,13602.984660304406
96,82453669.89526734,12146.019803792906,3871.0695264295537
97,61.596291317116204,452.5052743689163,62.62159464229395
98,163301279.6122897,26425.018213170562,7940.472360280729
99,39349762.7310437,3113.0296362477575,1181.680809886726
100,175836305.64510918,42045.62822497761,13353.561599348504
101,154585914.2931764,18569.23806982622,6627.9861637436525
102,8691670.034233572,643.1066067237248,356.39970434234493
103,76067344.62427819,11129.744076691108,3945.3422319671995
