,Ka,embedding,epsilon,eta,mu,split0_r2,split1_r2,split2_r2,split3_r2,split4_r2,split5_r2,split6_r2,split7_r2,split8_r2,split9_r2,r2_mean,r2_std
0,10,5,1.3055267521432878,0.08428303845098711,0.4336547993389047,0.32963505847094976,0.03038979913969156,0.11164053695277901,0.2368287288063292,0.16582410290250488,0.06860232200944893,-0.001307927661918773,0.023966859688757558,0.044014862090584965,0.2346985683665653,0.12442929107656922,0.10635249972174353
1,10,7,0.975174422525385,0.32741274355183697,0.9736627605010293,-0.0019590209360584253,-0.003091450659510797,-0.03808994046959273,-0.003316348488808063,-0.025077811221105768,-0.03869046117903352,-0.02099563921955096,-0.008753765304392596,-0.03089620341579219,-0.03681904917686957,-0.02076896900707146,0.014543889676582033
2,6,5,0.8855695922016594,0.26331326638872216,0.3473961604172684,-0.023287184108209895,0.034207454138835434,0.025498211091414102,0.34039713311414027,0.18116420964106322,-0.0407055515483718,-0.05832108386579081,-0.00771667049108159,0.018803770201319597,-0.051301719714643555,0.0418738568458675,0.11900519644956555
3,9,8,0.8364830796810959,0.42284179186531057,0.15035078041264516,-0.38137944685572206,0.12429112201181117,-0.06271932242903042,0.21245542550697016,-0.17191089541546636,-0.061400893916856394,-0.1651346257645141,-0.14784781137059927,-0.10248642531284849,0.038401239171887494,-0.07177316343743682,0.15902379855330054
4,5,7,1.047216090547421,0.22946864108986284,0.5304774795512048,0.023101910260927894,0.0502603904077211,-0.033977107423295606,-0.014483220189282636,-0.024780398013851547,-0.03746794538974264,-0.02845359255424258,-0.005589377556754677,-0.005276989128366738,-0.04523304992628376,-0.01218993795131712,0.028054777263488165
5,8,5,1.2640395841502143,0.08184289779753509,0.7686156243223572,0.0709831690808795,-0.0029585239747992654,-0.02946196593021739,0.02003337536351934,-0.00515746236862043,-0.037062004849486366,-0.007638649284567822,-0.0026844706930922503,-0.008682122633846583,-0.04806530961397385,-0.005069396490420511,0.031481929933043135
6,9,8,0.4726646866535199,0.17864953025317756,0.22655035442437188,-0.01480788324549523,0.01918808349827634,-0.0862006996682028,0.03117078013635244,0.02340483373866455,-0.03845618111302011,-0.01574729144423272,-0.011596801203221496,-0.016342616556031052,-0.02340870218926125,-0.013279647804617134,0.032326953463310465
7,5,5,0.7482820155864282,0.01795945319595433,0.23232138825158766,0.17862763844286642,-0.022419336313827226,0.16544428515714907,0.28422045034767357,0.04505503546018985,0.0595550651657976,0.1260915916051502,0.028494564617316243,0.04792305037340957,0.00627033133169771,0.09192626761874231,0.08982364747986435
8,6,9,1.463640598206967,0.04081249443461285,0.44703195379934146,-0.020757627491581894,0.024389947015293685,-0.03763352559806712,0.0665873645341418,-0.02766111119602514,-0.04054371603714242,-0.021288551223741247,0.0033412258372767845,0.027957068587398798,-0.07595169802134447,-0.010156062359379122,0.039074296225117176
9,6,6,2.0396181354934977,0.12872571994414425,0.18090958513604516,0.25579478019051605,0.47273612349590044,0.10622012525106048,0.5180010839278362,0.23111150902608166,0.007477879082643635,0.3761856249295318,-0.13461195326171085,0.08007854281317377,0.3093532789241467,0.22223469943791802,0.19744672914268224
10,7,8,1.6013722824369125,0.10781670964151932,0.3350472290083525,-0.016759777459607224,0.05163141465930489,-0.03949710381142709,0.16047826525538586,0.0083446803345189,-0.031884283006338984,0.008890350773280537,-0.0057256955798560775,0.057654813397899705,-0.09169712613466668,0.010143553842849382,0.0649319448901847
11,9,8,2.0767476761184525,0.014906341705563488,0.2188767560948347,0.11656658596759133,-0.01082926079633396,-0.01918970034465874,-0.03654654506744483,0.00670748185517811,-0.02778653670915806,0.0025753272721332097,-0.013937897612677563,0.11073597323407842,0.04154146775942554,0.016983689555813346,0.052469617729872915
12,8,9,1.406216650930797,0.026936107403545434,0.4763107728563063,-0.022350225888202506,0.01642391752714887,-0.03126040550128301,0.02778881778162316,-0.032065861276271396,-0.04786909407645455,-0.0128443392101377,-0.012498366990820608,-0.022450209374477142,-0.03899808016004195,-0.017612384716891687,0.022544325377437977
13,8,7,0.4179391672910394,0.015400118196017266,0.6663295894652734,-0.021567408446442272,0.009710009865179498,-0.032510420197669046,0.012973282821709509,-0.022988952990345368,-0.05868659447826778,-0.013831461581336602,-0.012055774045776313,-0.020732057312596214,-0.04355176811741718,-0.020324114448296175,0.02071185327569221
14,6,6,1.9991421069014843,0.13354058487805395,0.023571635612109836,0.37010537553899464,0.12844600452229746,0.20510606354466754,0.34892217007383575,0.12794376899362347,0.058054321730019696,0.1574895419660605,0.048654295237233344,0.06731958103323003,0.31619392936943164,0.1828235052009394,0.11596026825725937
15,6,7,1.4473192616715789,0.44802825641622607,0.888193471347177,-0.013330062691222656,0.036401783375502615,-0.04783121324720556,-0.004190874890545426,-0.020241675453031054,-0.03020093697445299,-0.022255636857591493,-0.002729357402943322,-0.010727240325831172,-0.03781581895626099,-0.015292103342358204,0.021998589005603808
16,5,6,0.13997533081751748,0.05629289783833176,0.9895867288127285,-0.01989401907332089,0.028760781099489773,-0.0192448200825865,-0.003732290749050837,0.0024566090672820673,-0.03691973263953463,-0.01284348110159248,-0.012433639870266133,-0.02550718691030578,-0.04395286036445646,-0.014331064062434187,0.019556523614339946
17,12,8,0.3374554379084881,0.03469316196903145,0.42426299451467,-0.022677061160805555,-0.020472128463651006,-0.036431522598200594,0.03032258743852324,-0.03465556139647875,-0.046577258527564204,-0.020344615023349565,-0.01195358603936889,-0.02079188579877856,-0.042604251917887734,-0.02261852834875616,0.020588247549823708
18,8,7,1.2303777332097507,0.29497370444006277,0.5189689606670145,0.028803222175440547,-0.05380851988831198,-0.008867653249178964,0.1076579261310415,0.014930850837173326,-0.02255468483277705,-0.016062575986841725,-0.003505236669574896,-0.006781564940127461,-0.04444402184360533,-0.0004632258266762036,0.04291258418962993
19,14,7,1.2518929911123586,0.379180822971346,0.32856895245132367,0.40989705989640407,-0.012086015522373017,-0.056218189059684634,0.013232355804015172,-0.058471353251687896,-0.005274049935523067,0.10379957016864305,-0.009942816218357482,-0.0245759840666068,-0.03291743386459823,0.03274431439502312,0.13295969758262166
20,7,8,1.394348280375111,0.26883745695774974,0.27473016428344965,0.006467068500274042,-0.06706355162592258,-0.027784601501727384,0.27295561928476336,0.04434019150429308,-0.013406791857471628,-0.1362478726651822,-0.03206493617278302,-0.007705908237636799,0.26333596504752843,0.03028251822761353,0.12719608370808055
21,8,5,0.42988092048376825,0.042490599338098324,0.15644176272911225,0.19193917420882117,-0.013081642483066059,0.021162680154550067,0.028264242822016717,0.1886444195491185,0.07936773890555925,0.042730004981444455,-0.0805739943503391,-0.048409525616461946,0.2713459239256717,0.06813890220973147,0.10863032356342593
22,7,8,1.5074745585798326,0.030910982802406454,0.44328806198204407,-0.018928323813933445,-0.0028908104436337844,-0.04104367494230042,-0.08379429533274704,0.07538886347361579,-0.04388192444522153,0.10923699545556939,-0.012994726818436376,0.04358637034221817,0.17854000331697994,0.02032184767921107,0.07643946825670501
23,13,8,0.8921965508467246,0.3329218835995721,0.6489210762313129,0.01526272461551631,0.0367256315276825,-0.03560460043105947,-0.003673734629943792,0.003933756405698363,-0.03428232247709234,-0.023462697297233732,-0.013237936795083305,-0.02243561011286247,-0.044039776507908454,-0.01208145657022864,0.024005504510710665
24,8,9,1.4601111389268246,0.05796602012157759,0.988570928420717,0.04612652941961505,-0.002429318224507299,-0.028332094785425956,0.02164637298650147,-0.03227482270519759,-0.03491375222514807,-0.01732943104758149,-0.01122061762864437,-0.01513281110469033,-0.030465709521106686,-0.010432565483618528,0.024820262448416085
25,11,6,0.8930114816939693,0.3140276597012327,0.5912728726358587,-0.02131818343718731,0.0325602260358883,-0.04303205269362992,-0.003945532047216882,-0.025483267261173632,-0.04507206952774321,-0.013695090421616513,-0.005306146599474049,-0.006845937907567745,-0.0384264034666174,-0.01705644573263384,0.02211964972790676
26,10,6,1.2769301701374989,0.13205560672706862,0.5432062539166482,0.2500075707301882,0.1762095037684023,-0.02843107351853707,0.02925085944646539,0.011283392949724025,-0.0356311016813665,-0.025699563911201533,-0.009889796815847934,-0.023029034170225754,-0.01030177905386796,0.03337689777437332,0.09320352429298953
27,8,6,0.8897385869004583,0.11254784652026556,0.484867515408942,-0.011830735321561337,-0.04475181433143317,-0.03457588871349801,0.27008071881755147,-0.030275757552470084,-0.031817369038128755,-0.011083812546304828,-0.009330021757053369,-0.016636424136268375,0.19109266501710964,0.02708715604379432,0.10386369992540463
28,11,5,0.8669244500698957,0.1874204953915761,0.888452190276042,-0.01764283825232308,0.06777575711695755,-0.041248806924936154,0.03796363934937207,-0.032595090125955725,-0.037655508571155114,0.002921305875400243,-0.011082491965218794,-0.027237173255896235,0.03383927285485033,-0.0024961933898904913,0.0353325742650065
29,11,6,1.2036325182665177,0.011405859702349924,0.9789617652602737,-0.003997290715360702,-0.0034540156423128686,-0.041708651424693266,-0.03227096745792121,-0.0295658597885917,-0.03298872741943683,-0.00605370655816212,-0.013003477714222944,-0.024355663559786005,-0.04315444991910028,-0.023055281019958792,0.014550307780838602
30,13,8,0.5425253703675655,0.01737813381952191,0.10725992706317387,0.03321920797698395,0.2386416193417579,0.030559576939371634,0.03435792400565708,0.08097201005041343,-0.03595212215089438,0.023815070401942834,0.02636326943566327,0.06529070756675834,0.15482567286046592,0.065209293642812,0.07415540418272264
