,QKLMS,QKLMS_AKB,QKLMS_AMK
304,0.358332619,0.617239986,0.395482982
305,0.350100074,0.605571391,0.396061543
306,0.347607758,0.598332163,0.396831976
307,0.351324708,0.600839979,0.397371
308,0.36192628,0.610461465,0.397716948
309,0.377087077,0.627553123,0.397219907
310,0.394793116,0.646744419,0.396240533
311,0.409083632,0.663799756,0.395510491
312,0.41521183,0.6750594,0.395271287
313,0.410863831,0.67347628,0.395473622
314,0.396194738,0.661626835,0.395538341
315,0.376562368,0.643706887,0.395379752
316,0.357770033,0.621483499,0.395303244
317,0.344033468,0.60090114,0.395882352
318,0.337211326,0.586135372,0.397095256
319,0.339033218,0.583150138,0.398595466
320,0.349344281,0.594508404,0.398774267
321,0.368701227,0.61599418,0.398119927
322,0.394282073,0.642269854,0.397180236
323,0.419388907,0.668669524,0.395735429
324,0.434473908,0.69106995,0.395347047
325,0.434517716,0.696149079,0.395670948
326,0.418043251,0.684219355,0.396248232
327,0.390779138,0.663772912,0.39623852
328,0.36216869,0.630545078,0.395384294
329,0.339444969,0.59934024,0.395473685
330,0.326608553,0.572419064,0.396992673
331,0.324408505,0.561071918,0.399514314
332,0.332820167,0.569745458,0.401129782
333,0.353468334,0.592987606,0.400570504
334,0.387869044,0.62997298,0.399222571
335,0.42901206,0.6732168,0.396862039
336,0.461339355,0.710026887,0.395332833
337,0.471627161,0.725675183,0.396105414
338,0.456131982,0.720397646,0.397736529
339,0.419372256,0.694121154,0.398861935
340,0.376126679,0.654593309,0.397093806
341,0.339573469,0.603425272,0.395330862
342,0.31802908,0.5615195,0.396316428
343,0.310381112,0.536447843,0.400068307
344,0.313520406,0.532676209,0.40508115
345,0.330363158,0.556439572,0.40577652
346,0.369426671,0.603013901,0.403954545
347,0.428448705,0.66263158,0.399978618
348,0.48972299,0.719653602,0.395857863
349,0.526596107,0.758499446,0.39601821
350,0.52216075,0.768418286,0.400626093
351,0.478254315,0.745532149,0.404720516
352,0.414443472,0.700682311,0.404050866
353,0.354395966,0.635048985,0.398494184
354,0.315493766,0.566839798,0.395293607
355,0.301948638,0.513928613,0.399609351
356,0.301024725,0.490299238,0.408796462
357,0.305629004,0.499945901,0.413839666
358,0.332185797,0.539680808,0.412986585
359,0.400125931,0.606034501,0.408555329
360,0.500174882,0.695312107,0.40057031
361,0.591053576,0.775829308,0.395315595
362,0.626700997,0.815030523,0.400722624
363,0.593666724,0.817152881,0.413981236
364,0.511877486,0.777204607,0.421565375
365,0.41736871,0.710042306,0.416911423
366,0.338228796,0.617744518,0.402912219
367,0.301311979,0.524056902,0.395457068
368,0.306726801,0.454284863,0.407267347
369,0.311718804,0.430257965,0.423068235
370,0.302258795,0.443246982,0.429862377
371,0.325807616,0.49357214,0.426820733
372,0.426435917,0.582173052,0.421415269
373,0.586373862,0.694370935,0.407075186
374,0.729667992,0.804453581,0.395365986
375,0.778608361,0.860064476,0.407355111
376,0.71904583,0.863610607,0.440143564
377,0.610557941,0.840047262,0.467127682
378,0.495730002,0.802494604,0.469580147
379,0.386374536,0.727130457,0.443248577
380,0.303988973,0.604725113,0.40442082
381,0.306991616,0.465032511,0.400873945
382,0.378115845,0.3902073,0.442078632
383,0.37859739,0.375883955,0.462477333
384,0.315816667,0.38617895,0.459916041
385,0.308646823,0.432849276,0.464138218
386,0.432793239,0.532256759,0.470351009
387,0.660436225,0.661773847,0.440994326
388,0.847656292,0.763322965,0.399125391
389,0.876192265,0.786190739,0.408990789
390,0.77028139,0.74233043,0.460764412
391,0.667521001,0.6961055,0.515800996
392,0.631792646,0.682223012,0.563509101
393,0.641318126,0.693823291,0.60483598
394,0.67585463,0.7153363,0.63972589
395,0.712209337,0.722195587,0.667395518
396,0.741329415,0.703847753,0.68467665
397,0.745976078,0.638624225,0.674043927
398,0.695777872,0.504717257,0.607986571
399,0.548087973,0.346698075,0.45710118
