,eta,epsilon,sigma,testing_mse,CB_size,tradeOff_dist
70,0.3,2.0,4.0,1.3766081229281846,66,1.3767073035823045
71,0.3,2.0,8.0,1.1054805350650854,66,1.1056040380863248
72,0.5,0.1,0.01,0.8821690361811154,1392,0.9483648129262906
73,0.5,0.1,0.1,0.7649824768528998,1392,0.8404592791396841
74,0.5,0.1,1.0,0.44484487310565307,1392,0.5648544689815108
75,0.5,0.1,2.0,0.6822500666703035,1392,0.7659234710280353
76,0.5,0.1,4.0,0.894705598139588,1392,0.9600373520558031
77,0.5,0.1,8.0,0.8206434069823729,1392,0.8914197728475831
78,0.5,0.5,0.01,0.8900228075376525,378,0.8950361768873956
79,0.5,0.5,0.1,2.4629618449518853,378,2.4647779229960647
80,0.5,0.5,1.0,0.7959532716147895,378,0.8015552199282884
81,0.5,0.5,2.0,0.9496673022535216,378,0.9543674056512416
82,0.5,0.5,4.0,1.273333418325278,378,1.2768426505344883
83,0.5,0.5,8.0,1.0563802289959199,378,1.0606075373169248
84,0.5,1.0,0.01,0.8946041492819632,168,0.8956000974416567
85,0.5,1.0,0.1,9.133382838044312,168,9.133480443779762
86,0.5,1.0,1.0,1.2366639848744823,168,1.2373846459814482
87,0.5,1.0,2.0,1.2901415945360706,168,1.2908323998788822
88,0.5,1.0,4.0,1.5539486242909075,168,1.55452220233762
89,0.5,1.0,8.0,1.3157718042832467,168,1.3164491602685575
90,0.5,2.0,0.01,0.8808494442935976,66,0.8810044376377112
91,0.5,2.0,0.1,25.907406465402822,66,25.907411735625406
92,0.5,2.0,1.0,3.330621950532618,66,3.33066294496977
93,0.5,2.0,2.0,1.8237231987117988,66,1.823798064793522
94,0.5,2.0,4.0,2.284860366361019,66,2.2849201231973972
95,0.5,2.0,8.0,1.8842913073457308,66,1.884363767048094
96,0.9,0.1,0.01,0.8888725853589937,1392,0.954603626120696
97,0.9,0.1,0.1,0.7761022766966619,1392,0.8505929425369939
98,0.9,0.1,1.0,0.6938519995591534,1392,0.7762758577285754
99,0.9,0.1,2.0,1.0045945187626693,1392,1.063195070120248
100,0.9,0.1,4.0,1.344060043257172,1392,1.3884059240295943
101,0.9,0.1,8.0,1.219467303670015,1392,1.268177477611165
102,0.9,0.5,0.01,0.9135394983426564,378,0.9184245069858231
103,0.9,0.5,0.1,5.785206125491241,378,5.785979525924835
104,0.9,0.5,1.0,1.4352396531510245,378,1.4383539279249293
105,0.9,0.5,2.0,1.4796732481267776,378,1.482694196799208
106,0.9,0.5,4.0,1.961804376334761,378,1.9640839012135456
107,0.9,0.5,8.0,1.5662260524991518,378,1.569080370002466
108,0.9,1.0,0.01,0.9285743534949302,168,0.9295339050263458
109,0.9,1.0,0.1,27.001717507300278,168,27.0017505227841
110,0.9,1.0,1.0,2.3944296466539,168,2.3948019298890086
111,0.9,1.0,2.0,2.0635873371120512,168,2.0640192946080242
112,0.9,1.0,4.0,2.410347098325935,168,2.4107169234551895
113,0.9,1.0,8.0,1.9475232843065016,168,1.9479809787420879
114,0.9,2.0,0.01,0.8808325623138543,66,0.8809875586280377
115,0.9,2.0,0.1,78.82812140550786,66,78.82812313760306
116,0.9,2.0,1.0,6.916549623678099,66,6.916569364390606
117,0.9,2.0,2.0,3.481891761048135,66,3.481930974513981
118,0.9,2.0,4.0,3.58780038450067,66,3.587838440432924
119,0.9,2.0,8.0,2.785022570911784,66,2.78507159622748
