,eta,epsilon,mu,K,testing_mse,CB_size,tradeOff_dist
259,0.9,0.1,0.1,20,2.9875113498276167,105,2.987626671431494
260,0.9,0.1,0.5,5,8.635009875711273,131,8.635072075799727
261,0.9,0.1,0.5,10,2.9781640719164555,147,2.9783917337850307
262,0.9,0.1,0.5,15,7.147085760552446,151,7.14718651436994
263,0.9,0.1,0.5,20,3.3982956840478318,133,3.3984588339743236
264,0.9,0.1,1.0,5,11.893035984383864,264,11.893219254115955
265,0.9,0.1,1.0,10,93.53226179962165,1332,93.53285493858809
266,0.9,0.1,1.0,15,1.323524662813208,1441,1.3716834943600569
267,0.9,0.1,1.0,20,15.414050609642949,739,15.415158359116333
268,0.9,0.1,1.5,5,,3547,
269,0.9,0.1,1.5,10,,3661,
270,0.9,0.1,1.5,15,,3563,
271,0.9,0.1,1.5,20,,3499,
272,0.9,0.5,0.1,5,3.8731094400577404,17,3.873111771839845
273,0.9,0.5,0.1,10,6.747008895231085,21,6.747011036225774
274,0.9,0.5,0.1,15,4.437283125630691,28,4.4372886470238635
275,0.9,0.5,0.1,20,7.765564024059735,32,7.765568248478074
276,0.9,0.5,0.5,5,1.3467709150259348,23,1.3467838384684432
277,0.9,0.5,0.5,10,8.10153317757685,37,8.101538601895536
278,0.9,0.5,0.5,15,5.620903540525329,27,5.620907837208343
279,0.9,0.5,0.5,20,4.167808037664706,45,4.167823220977891
280,0.9,0.5,1.0,5,6.807696736792543,108,6.807750676261275
281,0.9,0.5,1.0,10,6.676446058913945,163,6.676570570151457
282,0.9,0.5,1.0,15,7.368660852063298,72,7.368682959337456
283,0.9,0.5,1.0,20,12.397901761223698,271,12.398087421189354
284,0.9,0.5,1.5,5,0.9073909928641413,1271,0.9614752828627329
285,0.9,0.5,1.5,10,0.9443603077457957,2230,1.0967432155457968
286,0.9,0.5,1.5,15,0.9427501861747584,2371,1.1136513790938085
287,0.9,0.5,1.5,20,2.220899428377117,1576,2.2556081666794006
288,0.9,1.0,0.1,5,2.8171855306373033,11,2.8171870491071735
289,0.9,1.0,0.1,10,5.1516187816549195,15,5.151620257889717
290,0.9,1.0,0.1,15,5.52636684623989,18,5.526368698779012
291,0.9,1.0,0.1,20,1.9165818850016596,18,1.9165874052378917
292,0.9,1.0,0.5,5,4.553744877023119,11,4.553745848819332
293,0.9,1.0,0.5,10,8.655196849700497,13,8.65519751750735
294,0.9,1.0,0.5,15,3.4687297033360798,17,3.468732462360135
295,0.9,1.0,0.5,20,3.836613821455219,18,3.836616669750344
296,0.9,1.0,1.0,5,4.434690955709366,25,4.434695430652532
297,0.9,1.0,1.0,10,3.650810887600007,19,3.650814043062006
298,0.9,1.0,1.0,15,1.9373376053397187,34,1.9373568044344427
299,0.9,1.0,1.0,20,3.838606993438354,22,3.8386111883985907
300,0.9,1.0,1.5,5,1.655922641935596,910,1.6714908184237698
301,0.9,1.0,1.5,10,1.7738604818772978,1380,1.8071083287025045
