,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_extract__fs,param_preproc__th,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,9.243566465377807,1.0714716513128397,0.11873030662536621,0.03088412800684048,250,10,"{'extract__fs': 250, 'preproc__th': 10}",,,0.22606689734717408,,,,,1,1.4052504751458201,0.7441947702942658,1.3645899879317869,1.6837259189382066,1.4529551679714223,1.3301432640563005,0.3131347201643379
