,eta,epsilon,mu,K,r2,mse,CB_size,tradeOff_dist
151,0.02,80.0002,0.20007999999999998,5,-2.251985940257681,182.8859721316203,1.0,182.888706055152
152,0.02,80.0002,0.20007999999999998,9,-2.251985940257681,182.8859721316203,1.0,182.888706055152
153,0.02,80.0002,0.20007999999999998,12,-2.251985940257681,182.8859721316203,1.0,182.888706055152
154,0.02,80.0002,0.20007999999999998,16,-2.251985940257681,182.8859721316203,1.0,182.888706055152
155,0.02,80.0002,0.20007999999999998,20,-2.251985940257681,182.8859721316203,1.0,182.888706055152
156,0.02,80.0002,0.40005999999999997,2,-2.251985940257681,182.8859721316203,1.0,182.888706055152
157,0.02,80.0002,0.40005999999999997,5,-2.251985940257681,182.8859721316203,1.0,182.888706055152
158,0.02,80.0002,0.40005999999999997,9,-2.251985940257681,182.8859721316203,1.0,182.888706055152
159,0.02,80.0002,0.40005999999999997,12,-2.251985940257681,182.8859721316203,1.0,182.888706055152
160,0.02,80.0002,0.40005999999999997,16,-2.251985940257681,182.8859721316203,1.0,182.888706055152
161,0.02,80.0002,0.40005999999999997,20,-2.251985940257681,182.8859721316203,1.0,182.888706055152
162,0.02,80.0002,0.6000399999999999,2,-2.251985940257681,182.8859721316203,1.0,182.888706055152
163,0.02,80.0002,0.6000399999999999,5,-2.251985940257681,182.8859721316203,1.0,182.888706055152
164,0.02,80.0002,0.6000399999999999,9,-2.251985940257681,182.8859721316203,1.0,182.888706055152
165,0.02,80.0002,0.6000399999999999,12,-2.251985940257681,182.8859721316203,1.0,182.888706055152
166,0.02,80.0002,0.6000399999999999,16,-2.251985940257681,182.8859721316203,1.0,182.888706055152
167,0.02,80.0002,0.6000399999999999,20,-2.251985940257681,182.8859721316203,1.0,182.888706055152
168,0.02,80.0002,0.80002,2,-2.251985940257681,182.8859721316203,1.0,182.888706055152
169,0.02,80.0002,0.80002,5,-2.251985940257681,182.8859721316203,1.0,182.888706055152
170,0.02,80.0002,0.80002,9,-2.251985940257681,182.8859721316203,1.0,182.888706055152
171,0.02,80.0002,0.80002,12,-2.251985940257681,182.8859721316203,1.0,182.888706055152
172,0.02,80.0002,0.80002,16,-2.251985940257681,182.8859721316203,1.0,182.888706055152
173,0.02,80.0002,0.80002,20,-2.251985940257681,182.8859721316203,1.0,182.888706055152
