,eta,epsilon,sigma_init,mu,K,r2,mse,CB_size,tradeOff_dist
986,0.265,50.000499999999995,200.0,0.50005,6,,,,
987,0.265,50.000499999999995,200.0,0.50005,11,,,,
988,0.265,50.000499999999995,200.0,0.50005,15,,,,
989,0.265,50.000499999999995,200.0,0.50005,20,,,,
990,0.265,50.000499999999995,200.0,0.7500249999999999,2,,,,
991,0.265,50.000499999999995,200.0,0.7500249999999999,6,,,,
992,0.265,50.000499999999995,200.0,0.7500249999999999,11,,,,
993,0.265,50.000499999999995,200.0,0.7500249999999999,15,,,,
994,0.265,50.000499999999995,200.0,0.7500249999999999,20,,,,
995,0.265,50.000499999999995,200.0,1.0,2,,,,
996,0.265,50.000499999999995,200.0,1.0,6,,,,
997,0.265,50.000499999999995,200.0,1.0,11,,,,
998,0.265,50.000499999999995,200.0,1.0,15,,,,
999,0.265,50.000499999999995,200.0,1.0,20,,,,
1000,0.265,75.00025,0.01,0.0001,2,,,,
1001,0.265,75.00025,0.01,0.0001,6,,,,
1002,0.265,75.00025,0.01,0.0001,11,,,,
1003,0.265,75.00025,0.01,0.0001,15,,,,
1004,0.265,75.00025,0.01,0.0001,20,,,,
1005,0.265,75.00025,0.01,0.250075,2,,,,
1006,0.265,75.00025,0.01,0.250075,6,,,,
1007,0.265,75.00025,0.01,0.250075,11,,,,
1008,0.265,75.00025,0.01,0.250075,15,,,,
1009,0.265,75.00025,0.01,0.250075,20,,,,
1010,0.265,75.00025,0.01,0.50005,2,,,,
1011,0.265,75.00025,0.01,0.50005,6,,,,
1012,0.265,75.00025,0.01,0.50005,11,,,,
1013,0.265,75.00025,0.01,0.50005,15,,,,
1014,0.265,75.00025,0.01,0.50005,20,,,,
1015,0.265,75.00025,0.01,0.7500249999999999,2,,,,
1016,0.265,75.00025,0.01,0.7500249999999999,6,,,,
1017,0.265,75.00025,0.01,0.7500249999999999,11,,,,
1018,0.265,75.00025,0.01,0.7500249999999999,15,,,,
1019,0.265,75.00025,0.01,0.7500249999999999,20,,,,
1020,0.265,75.00025,0.01,1.0,2,,,,
1021,0.265,75.00025,0.01,1.0,6,,,,
1022,0.265,75.00025,0.01,1.0,11,,,,
1023,0.265,75.00025,0.01,1.0,15,,,,
1024,0.265,75.00025,0.01,1.0,20,,,,
1025,0.265,75.00025,50.0075,0.0001,2,,,,
1026,0.265,75.00025,50.0075,0.0001,6,,,,
1027,0.265,75.00025,50.0075,0.0001,11,,,,
1028,0.265,75.00025,50.0075,0.0001,15,,,,
1029,0.265,75.00025,50.0075,0.0001,20,,,,
1030,0.265,75.00025,50.0075,0.250075,2,,,,
1031,0.265,75.00025,50.0075,0.250075,6,,,,
1032,0.265,75.00025,50.0075,0.250075,11,,,,
1033,0.265,75.00025,50.0075,0.250075,15,,,,
1034,0.265,75.00025,50.0075,0.250075,20,,,,
1035,0.265,75.00025,50.0075,0.50005,2,,,,
1036,0.265,75.00025,50.0075,0.50005,6,,,,
1037,0.265,75.00025,50.0075,0.50005,11,,,,
1038,0.265,75.00025,50.0075,0.50005,15,,,,
1039,0.265,75.00025,50.0075,0.50005,20,,,,
1040,0.265,75.00025,50.0075,0.7500249999999999,2,,,,
1041,0.265,75.00025,50.0075,0.7500249999999999,6,,,,
1042,0.265,75.00025,50.0075,0.7500249999999999,11,,,,
1043,0.265,75.00025,50.0075,0.7500249999999999,15,,,,
1044,0.265,75.00025,50.0075,0.7500249999999999,20,,,,
1045,0.265,75.00025,50.0075,1.0,2,,,,
1046,0.265,75.00025,50.0075,1.0,6,,,,
1047,0.265,75.00025,50.0075,1.0,11,,,,
1048,0.265,75.00025,50.0075,1.0,15,,,,
1049,0.265,75.00025,50.0075,1.0,20,,,,
1050,0.265,75.00025,100.00500000000001,0.0001,2,,,,
1051,0.265,75.00025,100.00500000000001,0.0001,6,,,,
1052,0.265,75.00025,100.00500000000001,0.0001,11,,,,
1053,0.265,75.00025,100.00500000000001,0.0001,15,,,,
1054,0.265,75.00025,100.00500000000001,0.0001,20,,,,
1055,0.265,75.00025,100.00500000000001,0.250075,2,,,,
1056,0.265,75.00025,100.00500000000001,0.250075,6,,,,
1057,0.265,75.00025,100.00500000000001,0.250075,11,,,,
1058,0.265,75.00025,100.00500000000001,0.250075,15,,,,
1059,0.265,75.00025,100.00500000000001,0.250075,20,,,,
1060,0.265,75.00025,100.00500000000001,0.50005,2,,,,
1061,0.265,75.00025,100.00500000000001,0.50005,6,,,,
1062,0.265,75.00025,100.00500000000001,0.50005,11,,,,
1063,0.265,75.00025,100.00500000000001,0.50005,15,,,,
1064,0.265,75.00025,100.00500000000001,0.50005,20,,,,
1065,0.265,75.00025,100.00500000000001,0.7500249999999999,2,,,,
1066,0.265,75.00025,100.00500000000001,0.7500249999999999,6,,,,
1067,0.265,75.00025,100.00500000000001,0.7500249999999999,11,,,,
1068,0.265,75.00025,100.00500000000001,0.7500249999999999,15,,,,
1069,0.265,75.00025,100.00500000000001,0.7500249999999999,20,,,,
1070,0.265,75.00025,100.00500000000001,1.0,2,,,,
1071,0.265,75.00025,100.00500000000001,1.0,6,,,,
1072,0.265,75.00025,100.00500000000001,1.0,11,,,,
1073,0.265,75.00025,100.00500000000001,1.0,15,,,,
1074,0.265,75.00025,100.00500000000001,1.0,20,,,,
1075,0.265,75.00025,150.0025,0.0001,2,,,,
1076,0.265,75.00025,150.0025,0.0001,6,,,,
1077,0.265,75.00025,150.0025,0.0001,11,,,,
1078,0.265,75.00025,150.0025,0.0001,15,,,,
1079,0.265,75.00025,150.0025,0.0001,20,,,,
1080,0.265,75.00025,150.0025,0.250075,2,,,,
1081,0.265,75.00025,150.0025,0.250075,6,,,,
1082,0.265,75.00025,150.0025,0.250075,11,,,,
1083,0.265,75.00025,150.0025,0.250075,15,,,,
1084,0.265,75.00025,150.0025,0.250075,20,,,,
1085,0.265,75.00025,150.0025,0.50005,2,,,,
1086,0.265,75.00025,150.0025,0.50005,6,,,,
1087,0.265,75.00025,150.0025,0.50005,11,,,,
1088,0.265,75.00025,150.0025,0.50005,15,,,,
1089,0.265,75.00025,150.0025,0.50005,20,,,,
1090,0.265,75.00025,150.0025,0.7500249999999999,2,,,,
1091,0.265,75.00025,150.0025,0.7500249999999999,6,,,,
1092,0.265,75.00025,150.0025,0.7500249999999999,11,,,,
1093,0.265,75.00025,150.0025,0.7500249999999999,15,,,,
1094,0.265,75.00025,150.0025,0.7500249999999999,20,,,,
1095,0.265,75.00025,150.0025,1.0,2,,,,
1096,0.265,75.00025,150.0025,1.0,6,,,,
1097,0.265,75.00025,150.0025,1.0,11,,,,
1098,0.265,75.00025,150.0025,1.0,15,,,,
1099,0.265,75.00025,150.0025,1.0,20,,,,
1100,0.265,75.00025,200.0,0.0001,2,,,,
1101,0.265,75.00025,200.0,0.0001,6,,,,
1102,0.265,75.00025,200.0,0.0001,11,,,,
1103,0.265,75.00025,200.0,0.0001,15,,,,
1104,0.265,75.00025,200.0,0.0001,20,,,,
1105,0.265,75.00025,200.0,0.250075,2,,,,
1106,0.265,75.00025,200.0,0.250075,6,,,,
1107,0.265,75.00025,200.0,0.250075,11,,,,
1108,0.265,75.00025,200.0,0.250075,15,,,,
1109,0.265,75.00025,200.0,0.250075,20,,,,
1110,0.265,75.00025,200.0,0.50005,2,,,,
1111,0.265,75.00025,200.0,0.50005,6,,,,
1112,0.265,75.00025,200.0,0.50005,11,,,,
1113,0.265,75.00025,200.0,0.50005,15,,,,
1114,0.265,75.00025,200.0,0.50005,20,,,,
1115,0.265,75.00025,200.0,0.7500249999999999,2,,,,
1116,0.265,75.00025,200.0,0.7500249999999999,6,,,,
1117,0.265,75.00025,200.0,0.7500249999999999,11,,,,
1118,0.265,75.00025,200.0,0.7500249999999999,15,,,,
1119,0.265,75.00025,200.0,0.7500249999999999,20,,,,
1120,0.265,75.00025,200.0,1.0,2,,,,
1121,0.265,75.00025,200.0,1.0,6,,,,
1122,0.265,75.00025,200.0,1.0,11,,,,
1123,0.265,75.00025,200.0,1.0,15,,,,
1124,0.265,75.00025,200.0,1.0,20,,,,
1125,0.265,100.0,0.01,0.0001,2,,,,
1126,0.265,100.0,0.01,0.0001,6,,,,
1127,0.265,100.0,0.01,0.0001,11,,,,
1128,0.265,100.0,0.01,0.0001,15,,,,
1129,0.265,100.0,0.01,0.0001,20,,,,
1130,0.265,100.0,0.01,0.250075,2,,,,
1131,0.265,100.0,0.01,0.250075,6,,,,
1132,0.265,100.0,0.01,0.250075,11,,,,
1133,0.265,100.0,0.01,0.250075,15,,,,
1134,0.265,100.0,0.01,0.250075,20,,,,
1135,0.265,100.0,0.01,0.50005,2,,,,
1136,0.265,100.0,0.01,0.50005,6,,,,
1137,0.265,100.0,0.01,0.50005,11,,,,
1138,0.265,100.0,0.01,0.50005,15,,,,
1139,0.265,100.0,0.01,0.50005,20,,,,
1140,0.265,100.0,0.01,0.7500249999999999,2,,,,
1141,0.265,100.0,0.01,0.7500249999999999,6,,,,
1142,0.265,100.0,0.01,0.7500249999999999,11,,,,
1143,0.265,100.0,0.01,0.7500249999999999,15,,,,
1144,0.265,100.0,0.01,0.7500249999999999,20,,,,
1145,0.265,100.0,0.01,1.0,2,,,,
1146,0.265,100.0,0.01,1.0,6,,,,
1147,0.265,100.0,0.01,1.0,11,,,,
1148,0.265,100.0,0.01,1.0,15,,,,
1149,0.265,100.0,0.01,1.0,20,,,,
1150,0.265,100.0,50.0075,0.0001,2,,,,
1151,0.265,100.0,50.0075,0.0001,6,,,,
1152,0.265,100.0,50.0075,0.0001,11,,,,
1153,0.265,100.0,50.0075,0.0001,15,,,,
1154,0.265,100.0,50.0075,0.0001,20,,,,
1155,0.265,100.0,50.0075,0.250075,2,,,,
1156,0.265,100.0,50.0075,0.250075,6,,,,
1157,0.265,100.0,50.0075,0.250075,11,,,,
1158,0.265,100.0,50.0075,0.250075,15,,,,
1159,0.265,100.0,50.0075,0.250075,20,,,,
1160,0.265,100.0,50.0075,0.50005,2,,,,
1161,0.265,100.0,50.0075,0.50005,6,,,,
1162,0.265,100.0,50.0075,0.50005,11,,,,
1163,0.265,100.0,50.0075,0.50005,15,,,,
1164,0.265,100.0,50.0075,0.50005,20,,,,
1165,0.265,100.0,50.0075,0.7500249999999999,2,,,,
1166,0.265,100.0,50.0075,0.7500249999999999,6,,,,
1167,0.265,100.0,50.0075,0.7500249999999999,11,,,,
1168,0.265,100.0,50.0075,0.7500249999999999,15,,,,
1169,0.265,100.0,50.0075,0.7500249999999999,20,,,,
1170,0.265,100.0,50.0075,1.0,2,,,,
1171,0.265,100.0,50.0075,1.0,6,,,,
1172,0.265,100.0,50.0075,1.0,11,,,,
1173,0.265,100.0,50.0075,1.0,15,,,,
1174,0.265,100.0,50.0075,1.0,20,,,,
1175,0.265,100.0,100.00500000000001,0.0001,2,,,,
1176,0.265,100.0,100.00500000000001,0.0001,6,,,,
1177,0.265,100.0,100.00500000000001,0.0001,11,,,,
1178,0.265,100.0,100.00500000000001,0.0001,15,,,,
1179,0.265,100.0,100.00500000000001,0.0001,20,,,,
1180,0.265,100.0,100.00500000000001,0.250075,2,,,,
1181,0.265,100.0,100.00500000000001,0.250075,6,,,,
1182,0.265,100.0,100.00500000000001,0.250075,11,,,,
1183,0.265,100.0,100.00500000000001,0.250075,15,,,,
1184,0.265,100.0,100.00500000000001,0.250075,20,,,,
1185,0.265,100.0,100.00500000000001,0.50005,2,,,,
1186,0.265,100.0,100.00500000000001,0.50005,6,,,,
1187,0.265,100.0,100.00500000000001,0.50005,11,,,,
1188,0.265,100.0,100.00500000000001,0.50005,15,,,,
1189,0.265,100.0,100.00500000000001,0.50005,20,,,,
1190,0.265,100.0,100.00500000000001,0.7500249999999999,2,,,,
1191,0.265,100.0,100.00500000000001,0.7500249999999999,6,,,,
1192,0.265,100.0,100.00500000000001,0.7500249999999999,11,,,,
1193,0.265,100.0,100.00500000000001,0.7500249999999999,15,,,,
1194,0.265,100.0,100.00500000000001,0.7500249999999999,20,,,,
1195,0.265,100.0,100.00500000000001,1.0,2,,,,
1196,0.265,100.0,100.00500000000001,1.0,6,,,,
1197,0.265,100.0,100.00500000000001,1.0,11,,,,
1198,0.265,100.0,100.00500000000001,1.0,15,,,,
1199,0.265,100.0,100.00500000000001,1.0,20,,,,
1200,0.265,100.0,150.0025,0.0001,2,,,,
1201,0.265,100.0,150.0025,0.0001,6,,,,
1202,0.265,100.0,150.0025,0.0001,11,,,,
1203,0.265,100.0,150.0025,0.0001,15,,,,
1204,0.265,100.0,150.0025,0.0001,20,,,,
1205,0.265,100.0,150.0025,0.250075,2,,,,
1206,0.265,100.0,150.0025,0.250075,6,,,,
1207,0.265,100.0,150.0025,0.250075,11,,,,
1208,0.265,100.0,150.0025,0.250075,15,,,,
1209,0.265,100.0,150.0025,0.250075,20,,,,
1210,0.265,100.0,150.0025,0.50005,2,,,,
1211,0.265,100.0,150.0025,0.50005,6,,,,
1212,0.265,100.0,150.0025,0.50005,11,,,,
1213,0.265,100.0,150.0025,0.50005,15,,,,
1214,0.265,100.0,150.0025,0.50005,20,,,,
1215,0.265,100.0,150.0025,0.7500249999999999,2,,,,
1216,0.265,100.0,150.0025,0.7500249999999999,6,,,,
1217,0.265,100.0,150.0025,0.7500249999999999,11,,,,
1218,0.265,100.0,150.0025,0.7500249999999999,15,,,,
1219,0.265,100.0,150.0025,0.7500249999999999,20,,,,
1220,0.265,100.0,150.0025,1.0,2,,,,
1221,0.265,100.0,150.0025,1.0,6,,,,
1222,0.265,100.0,150.0025,1.0,11,,,,
1223,0.265,100.0,150.0025,1.0,15,,,,
1224,0.265,100.0,150.0025,1.0,20,,,,
1225,0.265,100.0,200.0,0.0001,2,,,,
1226,0.265,100.0,200.0,0.0001,6,,,,
1227,0.265,100.0,200.0,0.0001,11,,,,
1228,0.265,100.0,200.0,0.0001,15,,,,
1229,0.265,100.0,200.0,0.0001,20,,,,
1230,0.265,100.0,200.0,0.250075,2,,,,
1231,0.265,100.0,200.0,0.250075,6,,,,
1232,0.265,100.0,200.0,0.250075,11,,,,
1233,0.265,100.0,200.0,0.250075,15,,,,
1234,0.265,100.0,200.0,0.250075,20,,,,
1235,0.265,100.0,200.0,0.50005,2,,,,
1236,0.265,100.0,200.0,0.50005,6,,,,
1237,0.265,100.0,200.0,0.50005,11,,,,
1238,0.265,100.0,200.0,0.50005,15,,,,
1239,0.265,100.0,200.0,0.50005,20,,,,
1240,0.265,100.0,200.0,0.7500249999999999,2,,,,
1241,0.265,100.0,200.0,0.7500249999999999,6,,,,
1242,0.265,100.0,200.0,0.7500249999999999,11,,,,
1243,0.265,100.0,200.0,0.7500249999999999,15,,,,
1244,0.265,100.0,200.0,0.7500249999999999,20,,,,
1245,0.265,100.0,200.0,1.0,2,,,,
1246,0.265,100.0,200.0,1.0,6,,,,
1247,0.265,100.0,200.0,1.0,11,,,,
1248,0.265,100.0,200.0,1.0,15,,,,
1249,0.265,100.0,200.0,1.0,20,,,,
1250,0.51,0.001,0.01,0.0001,2,,,,
1251,0.51,0.001,0.01,0.0001,6,,,,
1252,0.51,0.001,0.01,0.0001,11,,,,
1253,0.51,0.001,0.01,0.0001,15,,,,
1254,0.51,0.001,0.01,0.0001,20,,,,
1255,0.51,0.001,0.01,0.250075,2,,,,
1256,0.51,0.001,0.01,0.250075,6,,,,
1257,0.51,0.001,0.01,0.250075,11,,,,
1258,0.51,0.001,0.01,0.250075,15,,,,
1259,0.51,0.001,0.01,0.250075,20,,,,
1260,0.51,0.001,0.01,0.50005,2,,,,
1261,0.51,0.001,0.01,0.50005,6,,,,
1262,0.51,0.001,0.01,0.50005,11,,,,
1263,0.51,0.001,0.01,0.50005,15,,,,
1264,0.51,0.001,0.01,0.50005,20,,,,
1265,0.51,0.001,0.01,0.7500249999999999,2,,,,
1266,0.51,0.001,0.01,0.7500249999999999,6,,,,
1267,0.51,0.001,0.01,0.7500249999999999,11,,,,
1268,0.51,0.001,0.01,0.7500249999999999,15,,,,
1269,0.51,0.001,0.01,0.7500249999999999,20,,,,
1270,0.51,0.001,0.01,1.0,2,,,,
1271,0.51,0.001,0.01,1.0,6,,,,
1272,0.51,0.001,0.01,1.0,11,,,,
1273,0.51,0.001,0.01,1.0,15,,,,
1274,0.51,0.001,0.01,1.0,20,,,,
1275,0.51,0.001,50.0075,0.0001,2,,,,
1276,0.51,0.001,50.0075,0.0001,6,,,,
1277,0.51,0.001,50.0075,0.0001,11,,,,
1278,0.51,0.001,50.0075,0.0001,15,,,,
1279,0.51,0.001,50.0075,0.0001,20,,,,
1280,0.51,0.001,50.0075,0.250075,2,,,,
1281,0.51,0.001,50.0075,0.250075,6,,,,
1282,0.51,0.001,50.0075,0.250075,11,,,,
1283,0.51,0.001,50.0075,0.250075,15,,,,
1284,0.51,0.001,50.0075,0.250075,20,,,,
1285,0.51,0.001,50.0075,0.50005,2,,,,
1286,0.51,0.001,50.0075,0.50005,6,,,,
1287,0.51,0.001,50.0075,0.50005,11,,,,
1288,0.51,0.001,50.0075,0.50005,15,,,,
1289,0.51,0.001,50.0075,0.50005,20,,,,
1290,0.51,0.001,50.0075,0.7500249999999999,2,,,,
1291,0.51,0.001,50.0075,0.7500249999999999,6,,,,
1292,0.51,0.001,50.0075,0.7500249999999999,11,,,,
1293,0.51,0.001,50.0075,0.7500249999999999,15,,,,
1294,0.51,0.001,50.0075,0.7500249999999999,20,,,,
1295,0.51,0.001,50.0075,1.0,2,,,,
1296,0.51,0.001,50.0075,1.0,6,,,,
1297,0.51,0.001,50.0075,1.0,11,,,,
1298,0.51,0.001,50.0075,1.0,15,,,,
1299,0.51,0.001,50.0075,1.0,20,,,,
1300,0.51,0.001,100.00500000000001,0.0001,2,,,,
1301,0.51,0.001,100.00500000000001,0.0001,6,,,,
1302,0.51,0.001,100.00500000000001,0.0001,11,,,,
1303,0.51,0.001,100.00500000000001,0.0001,15,,,,
1304,0.51,0.001,100.00500000000001,0.0001,20,,,,
1305,0.51,0.001,100.00500000000001,0.250075,2,,,,
1306,0.51,0.001,100.00500000000001,0.250075,6,,,,
1307,0.51,0.001,100.00500000000001,0.250075,11,,,,
1308,0.51,0.001,100.00500000000001,0.250075,15,,,,
1309,0.51,0.001,100.00500000000001,0.250075,20,,,,
1310,0.51,0.001,100.00500000000001,0.50005,2,,,,
1311,0.51,0.001,100.00500000000001,0.50005,6,,,,
1312,0.51,0.001,100.00500000000001,0.50005,11,,,,
1313,0.51,0.001,100.00500000000001,0.50005,15,,,,
1314,0.51,0.001,100.00500000000001,0.50005,20,,,,
1315,0.51,0.001,100.00500000000001,0.7500249999999999,2,,,,
1316,0.51,0.001,100.00500000000001,0.7500249999999999,6,,,,
1317,0.51,0.001,100.00500000000001,0.7500249999999999,11,,,,
1318,0.51,0.001,100.00500000000001,0.7500249999999999,15,,,,
1319,0.51,0.001,100.00500000000001,0.7500249999999999,20,,,,
1320,0.51,0.001,100.00500000000001,1.0,2,,,,
1321,0.51,0.001,100.00500000000001,1.0,6,,,,
1322,0.51,0.001,100.00500000000001,1.0,11,,,,
1323,0.51,0.001,100.00500000000001,1.0,15,,,,
1324,0.51,0.001,100.00500000000001,1.0,20,,,,
1325,0.51,0.001,150.0025,0.0001,2,,,,
1326,0.51,0.001,150.0025,0.0001,6,,,,
1327,0.51,0.001,150.0025,0.0001,11,,,,
1328,0.51,0.001,150.0025,0.0001,15,,,,
1329,0.51,0.001,150.0025,0.0001,20,,,,
1330,0.51,0.001,150.0025,0.250075,2,,,,
1331,0.51,0.001,150.0025,0.250075,6,,,,
1332,0.51,0.001,150.0025,0.250075,11,,,,
1333,0.51,0.001,150.0025,0.250075,15,,,,
1334,0.51,0.001,150.0025,0.250075,20,,,,
1335,0.51,0.001,150.0025,0.50005,2,,,,
1336,0.51,0.001,150.0025,0.50005,6,,,,
1337,0.51,0.001,150.0025,0.50005,11,,,,
1338,0.51,0.001,150.0025,0.50005,15,,,,
1339,0.51,0.001,150.0025,0.50005,20,,,,
1340,0.51,0.001,150.0025,0.7500249999999999,2,,,,
1341,0.51,0.001,150.0025,0.7500249999999999,6,,,,
1342,0.51,0.001,150.0025,0.7500249999999999,11,,,,
1343,0.51,0.001,150.0025,0.7500249999999999,15,,,,
1344,0.51,0.001,150.0025,0.7500249999999999,20,,,,
1345,0.51,0.001,150.0025,1.0,2,,,,
1346,0.51,0.001,150.0025,1.0,6,,,,
1347,0.51,0.001,150.0025,1.0,11,,,,
1348,0.51,0.001,150.0025,1.0,15,,,,
1349,0.51,0.001,150.0025,1.0,20,,,,
1350,0.51,0.001,200.0,0.0001,2,,,,
1351,0.51,0.001,200.0,0.0001,6,,,,
1352,0.51,0.001,200.0,0.0001,11,,,,
1353,0.51,0.001,200.0,0.0001,15,,,,
1354,0.51,0.001,200.0,0.0001,20,,,,
1355,0.51,0.001,200.0,0.250075,2,,,,
1356,0.51,0.001,200.0,0.250075,6,,,,
1357,0.51,0.001,200.0,0.250075,11,,,,
1358,0.51,0.001,200.0,0.250075,15,,,,
1359,0.51,0.001,200.0,0.250075,20,,,,
1360,0.51,0.001,200.0,0.50005,2,,,,
1361,0.51,0.001,200.0,0.50005,6,,,,
1362,0.51,0.001,200.0,0.50005,11,,,,
1363,0.51,0.001,200.0,0.50005,15,,,,
1364,0.51,0.001,200.0,0.50005,20,,,,
1365,0.51,0.001,200.0,0.7500249999999999,2,,,,
1366,0.51,0.001,200.0,0.7500249999999999,6,,,,
1367,0.51,0.001,200.0,0.7500249999999999,11,,,,
1368,0.51,0.001,200.0,0.7500249999999999,15,,,,
1369,0.51,0.001,200.0,0.7500249999999999,20,,,,
1370,0.51,0.001,200.0,1.0,2,,,,
1371,0.51,0.001,200.0,1.0,6,,,,
1372,0.51,0.001,200.0,1.0,11,,,,
1373,0.51,0.001,200.0,1.0,15,,,,
1374,0.51,0.001,200.0,1.0,20,,,,
1375,0.51,25.00075,0.01,0.0001,2,,,,
1376,0.51,25.00075,0.01,0.0001,6,,,,
1377,0.51,25.00075,0.01,0.0001,11,,,,
1378,0.51,25.00075,0.01,0.0001,15,,,,
1379,0.51,25.00075,0.01,0.0001,20,,,,
1380,0.51,25.00075,0.01,0.250075,2,,,,
1381,0.51,25.00075,0.01,0.250075,6,,,,
1382,0.51,25.00075,0.01,0.250075,11,,,,
1383,0.51,25.00075,0.01,0.250075,15,,,,
1384,0.51,25.00075,0.01,0.250075,20,,,,
1385,0.51,25.00075,0.01,0.50005,2,,,,
1386,0.51,25.00075,0.01,0.50005,6,,,,
1387,0.51,25.00075,0.01,0.50005,11,,,,
1388,0.51,25.00075,0.01,0.50005,15,,,,
1389,0.51,25.00075,0.01,0.50005,20,,,,
1390,0.51,25.00075,0.01,0.7500249999999999,2,,,,
1391,0.51,25.00075,0.01,0.7500249999999999,6,,,,
1392,0.51,25.00075,0.01,0.7500249999999999,11,,,,
1393,0.51,25.00075,0.01,0.7500249999999999,15,,,,
1394,0.51,25.00075,0.01,0.7500249999999999,20,,,,
1395,0.51,25.00075,0.01,1.0,2,,,,
1396,0.51,25.00075,0.01,1.0,6,,,,
1397,0.51,25.00075,0.01,1.0,11,,,,
1398,0.51,25.00075,0.01,1.0,15,,,,
1399,0.51,25.00075,0.01,1.0,20,,,,
1400,0.51,25.00075,50.0075,0.0001,2,,,,
1401,0.51,25.00075,50.0075,0.0001,6,,,,
1402,0.51,25.00075,50.0075,0.0001,11,,,,
1403,0.51,25.00075,50.0075,0.0001,15,,,,
1404,0.51,25.00075,50.0075,0.0001,20,,,,
1405,0.51,25.00075,50.0075,0.250075,2,,,,
1406,0.51,25.00075,50.0075,0.250075,6,,,,
1407,0.51,25.00075,50.0075,0.250075,11,,,,
1408,0.51,25.00075,50.0075,0.250075,15,,,,
1409,0.51,25.00075,50.0075,0.250075,20,,,,
1410,0.51,25.00075,50.0075,0.50005,2,,,,
1411,0.51,25.00075,50.0075,0.50005,6,,,,
1412,0.51,25.00075,50.0075,0.50005,11,,,,
1413,0.51,25.00075,50.0075,0.50005,15,,,,
1414,0.51,25.00075,50.0075,0.50005,20,,,,
1415,0.51,25.00075,50.0075,0.7500249999999999,2,,,,
1416,0.51,25.00075,50.0075,0.7500249999999999,6,,,,
1417,0.51,25.00075,50.0075,0.7500249999999999,11,,,,
1418,0.51,25.00075,50.0075,0.7500249999999999,15,,,,
1419,0.51,25.00075,50.0075,0.7500249999999999,20,,,,
1420,0.51,25.00075,50.0075,1.0,2,,,,
1421,0.51,25.00075,50.0075,1.0,6,,,,
1422,0.51,25.00075,50.0075,1.0,11,,,,
1423,0.51,25.00075,50.0075,1.0,15,,,,
1424,0.51,25.00075,50.0075,1.0,20,,,,
1425,0.51,25.00075,100.00500000000001,0.0001,2,,,,
1426,0.51,25.00075,100.00500000000001,0.0001,6,,,,
1427,0.51,25.00075,100.00500000000001,0.0001,11,,,,
1428,0.51,25.00075,100.00500000000001,0.0001,15,,,,
1429,0.51,25.00075,100.00500000000001,0.0001,20,,,,
1430,0.51,25.00075,100.00500000000001,0.250075,2,,,,
1431,0.51,25.00075,100.00500000000001,0.250075,6,,,,
1432,0.51,25.00075,100.00500000000001,0.250075,11,,,,
1433,0.51,25.00075,100.00500000000001,0.250075,15,,,,
1434,0.51,25.00075,100.00500000000001,0.250075,20,,,,
1435,0.51,25.00075,100.00500000000001,0.50005,2,,,,
1436,0.51,25.00075,100.00500000000001,0.50005,6,,,,
1437,0.51,25.00075,100.00500000000001,0.50005,11,,,,
1438,0.51,25.00075,100.00500000000001,0.50005,15,,,,
1439,0.51,25.00075,100.00500000000001,0.50005,20,,,,
1440,0.51,25.00075,100.00500000000001,0.7500249999999999,2,,,,
1441,0.51,25.00075,100.00500000000001,0.7500249999999999,6,,,,
1442,0.51,25.00075,100.00500000000001,0.7500249999999999,11,,,,
1443,0.51,25.00075,100.00500000000001,0.7500249999999999,15,,,,
1444,0.51,25.00075,100.00500000000001,0.7500249999999999,20,,,,
1445,0.51,25.00075,100.00500000000001,1.0,2,,,,
1446,0.51,25.00075,100.00500000000001,1.0,6,,,,
1447,0.51,25.00075,100.00500000000001,1.0,11,,,,
1448,0.51,25.00075,100.00500000000001,1.0,15,,,,
1449,0.51,25.00075,100.00500000000001,1.0,20,,,,
1450,0.51,25.00075,150.0025,0.0001,2,,,,
1451,0.51,25.00075,150.0025,0.0001,6,,,,
1452,0.51,25.00075,150.0025,0.0001,11,,,,
1453,0.51,25.00075,150.0025,0.0001,15,,,,
1454,0.51,25.00075,150.0025,0.0001,20,,,,
1455,0.51,25.00075,150.0025,0.250075,2,,,,
1456,0.51,25.00075,150.0025,0.250075,6,,,,
1457,0.51,25.00075,150.0025,0.250075,11,,,,
1458,0.51,25.00075,150.0025,0.250075,15,,,,
1459,0.51,25.00075,150.0025,0.250075,20,,,,
1460,0.51,25.00075,150.0025,0.50005,2,,,,
1461,0.51,25.00075,150.0025,0.50005,6,,,,
1462,0.51,25.00075,150.0025,0.50005,11,,,,
1463,0.51,25.00075,150.0025,0.50005,15,,,,
1464,0.51,25.00075,150.0025,0.50005,20,,,,
1465,0.51,25.00075,150.0025,0.7500249999999999,2,,,,
1466,0.51,25.00075,150.0025,0.7500249999999999,6,,,,
1467,0.51,25.00075,150.0025,0.7500249999999999,11,,,,
1468,0.51,25.00075,150.0025,0.7500249999999999,15,,,,
1469,0.51,25.00075,150.0025,0.7500249999999999,20,,,,
1470,0.51,25.00075,150.0025,1.0,2,,,,
1471,0.51,25.00075,150.0025,1.0,6,,,,
1472,0.51,25.00075,150.0025,1.0,11,,,,
1473,0.51,25.00075,150.0025,1.0,15,,,,
1474,0.51,25.00075,150.0025,1.0,20,,,,
1475,0.51,25.00075,200.0,0.0001,2,,,,
1476,0.51,25.00075,200.0,0.0001,6,,,,
