,eta,epsilon,sigma_init,mu,K,r2,mse,CB_size,tradeOff_dist
487,0.02,75.00025,200.0,0.50005,11,,,,
488,0.02,75.00025,200.0,0.50005,15,,,,
489,0.02,75.00025,200.0,0.50005,20,,,,
490,0.02,75.00025,200.0,0.7500249999999999,2,,,,
491,0.02,75.00025,200.0,0.7500249999999999,6,,,,
492,0.02,75.00025,200.0,0.7500249999999999,11,,,,
493,0.02,75.00025,200.0,0.7500249999999999,15,,,,
494,0.02,75.00025,200.0,0.7500249999999999,20,,,,
495,0.02,75.00025,200.0,1.0,2,,,,
496,0.02,75.00025,200.0,1.0,6,,,,
497,0.02,75.00025,200.0,1.0,11,,,,
498,0.02,75.00025,200.0,1.0,15,,,,
499,0.02,75.00025,200.0,1.0,20,,,,
500,0.02,100.0,0.01,0.0001,2,,,,
501,0.02,100.0,0.01,0.0001,6,,,,
502,0.02,100.0,0.01,0.0001,11,,,,
503,0.02,100.0,0.01,0.0001,15,,,,
504,0.02,100.0,0.01,0.0001,20,,,,
505,0.02,100.0,0.01,0.250075,2,,,,
506,0.02,100.0,0.01,0.250075,6,,,,
507,0.02,100.0,0.01,0.250075,11,,,,
508,0.02,100.0,0.01,0.250075,15,,,,
509,0.02,100.0,0.01,0.250075,20,,,,
510,0.02,100.0,0.01,0.50005,2,,,,
511,0.02,100.0,0.01,0.50005,6,,,,
512,0.02,100.0,0.01,0.50005,11,,,,
513,0.02,100.0,0.01,0.50005,15,,,,
514,0.02,100.0,0.01,0.50005,20,,,,
515,0.02,100.0,0.01,0.7500249999999999,2,,,,
516,0.02,100.0,0.01,0.7500249999999999,6,,,,
517,0.02,100.0,0.01,0.7500249999999999,11,,,,
518,0.02,100.0,0.01,0.7500249999999999,15,,,,
519,0.02,100.0,0.01,0.7500249999999999,20,,,,
520,0.02,100.0,0.01,1.0,2,,,,
521,0.02,100.0,0.01,1.0,6,,,,
522,0.02,100.0,0.01,1.0,11,,,,
523,0.02,100.0,0.01,1.0,15,,,,
524,0.02,100.0,0.01,1.0,20,,,,
525,0.02,100.0,50.0075,0.0001,2,,,,
526,0.02,100.0,50.0075,0.0001,6,,,,
527,0.02,100.0,50.0075,0.0001,11,,,,
528,0.02,100.0,50.0075,0.0001,15,,,,
529,0.02,100.0,50.0075,0.0001,20,,,,
530,0.02,100.0,50.0075,0.250075,2,,,,
531,0.02,100.0,50.0075,0.250075,6,,,,
532,0.02,100.0,50.0075,0.250075,11,,,,
533,0.02,100.0,50.0075,0.250075,15,,,,
534,0.02,100.0,50.0075,0.250075,20,,,,
535,0.02,100.0,50.0075,0.50005,2,,,,
536,0.02,100.0,50.0075,0.50005,6,,,,
537,0.02,100.0,50.0075,0.50005,11,,,,
538,0.02,100.0,50.0075,0.50005,15,,,,
539,0.02,100.0,50.0075,0.50005,20,,,,
540,0.02,100.0,50.0075,0.7500249999999999,2,,,,
541,0.02,100.0,50.0075,0.7500249999999999,6,,,,
542,0.02,100.0,50.0075,0.7500249999999999,11,,,,
543,0.02,100.0,50.0075,0.7500249999999999,15,,,,
544,0.02,100.0,50.0075,0.7500249999999999,20,,,,
545,0.02,100.0,50.0075,1.0,2,,,,
546,0.02,100.0,50.0075,1.0,6,,,,
547,0.02,100.0,50.0075,1.0,11,,,,
548,0.02,100.0,50.0075,1.0,15,,,,
549,0.02,100.0,50.0075,1.0,20,,,,
550,0.02,100.0,100.00500000000001,0.0001,2,,,,
551,0.02,100.0,100.00500000000001,0.0001,6,,,,
552,0.02,100.0,100.00500000000001,0.0001,11,,,,
553,0.02,100.0,100.00500000000001,0.0001,15,,,,
554,0.02,100.0,100.00500000000001,0.0001,20,,,,
555,0.02,100.0,100.00500000000001,0.250075,2,,,,
556,0.02,100.0,100.00500000000001,0.250075,6,,,,
557,0.02,100.0,100.00500000000001,0.250075,11,,,,
558,0.02,100.0,100.00500000000001,0.250075,15,,,,
559,0.02,100.0,100.00500000000001,0.250075,20,,,,
560,0.02,100.0,100.00500000000001,0.50005,2,,,,
561,0.02,100.0,100.00500000000001,0.50005,6,,,,
562,0.02,100.0,100.00500000000001,0.50005,11,,,,
563,0.02,100.0,100.00500000000001,0.50005,15,,,,
564,0.02,100.0,100.00500000000001,0.50005,20,,,,
565,0.02,100.0,100.00500000000001,0.7500249999999999,2,,,,
566,0.02,100.0,100.00500000000001,0.7500249999999999,6,,,,
567,0.02,100.0,100.00500000000001,0.7500249999999999,11,,,,
568,0.02,100.0,100.00500000000001,0.7500249999999999,15,,,,
569,0.02,100.0,100.00500000000001,0.7500249999999999,20,,,,
570,0.02,100.0,100.00500000000001,1.0,2,,,,
571,0.02,100.0,100.00500000000001,1.0,6,,,,
572,0.02,100.0,100.00500000000001,1.0,11,,,,
573,0.02,100.0,100.00500000000001,1.0,15,,,,
574,0.02,100.0,100.00500000000001,1.0,20,,,,
575,0.02,100.0,150.0025,0.0001,2,,,,
576,0.02,100.0,150.0025,0.0001,6,,,,
577,0.02,100.0,150.0025,0.0001,11,,,,
578,0.02,100.0,150.0025,0.0001,15,,,,
579,0.02,100.0,150.0025,0.0001,20,,,,
580,0.02,100.0,150.0025,0.250075,2,,,,
581,0.02,100.0,150.0025,0.250075,6,,,,
582,0.02,100.0,150.0025,0.250075,11,,,,
583,0.02,100.0,150.0025,0.250075,15,,,,
584,0.02,100.0,150.0025,0.250075,20,,,,
585,0.02,100.0,150.0025,0.50005,2,,,,
586,0.02,100.0,150.0025,0.50005,6,,,,
587,0.02,100.0,150.0025,0.50005,11,,,,
588,0.02,100.0,150.0025,0.50005,15,,,,
589,0.02,100.0,150.0025,0.50005,20,,,,
590,0.02,100.0,150.0025,0.7500249999999999,2,,,,
591,0.02,100.0,150.0025,0.7500249999999999,6,,,,
592,0.02,100.0,150.0025,0.7500249999999999,11,,,,
593,0.02,100.0,150.0025,0.7500249999999999,15,,,,
594,0.02,100.0,150.0025,0.7500249999999999,20,,,,
595,0.02,100.0,150.0025,1.0,2,,,,
596,0.02,100.0,150.0025,1.0,6,,,,
597,0.02,100.0,150.0025,1.0,11,,,,
598,0.02,100.0,150.0025,1.0,15,,,,
599,0.02,100.0,150.0025,1.0,20,,,,
600,0.02,100.0,200.0,0.0001,2,,,,
601,0.02,100.0,200.0,0.0001,6,,,,
602,0.02,100.0,200.0,0.0001,11,,,,
603,0.02,100.0,200.0,0.0001,15,,,,
604,0.02,100.0,200.0,0.0001,20,,,,
605,0.02,100.0,200.0,0.250075,2,,,,
606,0.02,100.0,200.0,0.250075,6,,,,
607,0.02,100.0,200.0,0.250075,11,,,,
608,0.02,100.0,200.0,0.250075,15,,,,
609,0.02,100.0,200.0,0.250075,20,,,,
610,0.02,100.0,200.0,0.50005,2,,,,
611,0.02,100.0,200.0,0.50005,6,,,,
612,0.02,100.0,200.0,0.50005,11,,,,
613,0.02,100.0,200.0,0.50005,15,,,,
614,0.02,100.0,200.0,0.50005,20,,,,
615,0.02,100.0,200.0,0.7500249999999999,2,,,,
616,0.02,100.0,200.0,0.7500249999999999,6,,,,
617,0.02,100.0,200.0,0.7500249999999999,11,,,,
618,0.02,100.0,200.0,0.7500249999999999,15,,,,
619,0.02,100.0,200.0,0.7500249999999999,20,,,,
620,0.02,100.0,200.0,1.0,2,,,,
621,0.02,100.0,200.0,1.0,6,,,,
622,0.02,100.0,200.0,1.0,11,,,,
623,0.02,100.0,200.0,1.0,15,,,,
624,0.02,100.0,200.0,1.0,20,,,,
625,0.265,0.001,0.01,0.0001,2,,,,
626,0.265,0.001,0.01,0.0001,6,,,,
627,0.265,0.001,0.01,0.0001,11,,,,
628,0.265,0.001,0.01,0.0001,15,,,,
629,0.265,0.001,0.01,0.0001,20,,,,
630,0.265,0.001,0.01,0.250075,2,,,,
631,0.265,0.001,0.01,0.250075,6,,,,
632,0.265,0.001,0.01,0.250075,11,,,,
633,0.265,0.001,0.01,0.250075,15,,,,
634,0.265,0.001,0.01,0.250075,20,,,,
635,0.265,0.001,0.01,0.50005,2,,,,
636,0.265,0.001,0.01,0.50005,6,,,,
637,0.265,0.001,0.01,0.50005,11,,,,
638,0.265,0.001,0.01,0.50005,15,,,,
639,0.265,0.001,0.01,0.50005,20,,,,
640,0.265,0.001,0.01,0.7500249999999999,2,,,,
641,0.265,0.001,0.01,0.7500249999999999,6,,,,
642,0.265,0.001,0.01,0.7500249999999999,11,,,,
643,0.265,0.001,0.01,0.7500249999999999,15,,,,
644,0.265,0.001,0.01,0.7500249999999999,20,,,,
645,0.265,0.001,0.01,1.0,2,,,,
646,0.265,0.001,0.01,1.0,6,,,,
647,0.265,0.001,0.01,1.0,11,,,,
648,0.265,0.001,0.01,1.0,15,,,,
649,0.265,0.001,0.01,1.0,20,,,,
650,0.265,0.001,50.0075,0.0001,2,,,,
651,0.265,0.001,50.0075,0.0001,6,,,,
652,0.265,0.001,50.0075,0.0001,11,,,,
653,0.265,0.001,50.0075,0.0001,15,,,,
654,0.265,0.001,50.0075,0.0001,20,,,,
655,0.265,0.001,50.0075,0.250075,2,,,,
656,0.265,0.001,50.0075,0.250075,6,,,,
657,0.265,0.001,50.0075,0.250075,11,,,,
658,0.265,0.001,50.0075,0.250075,15,,,,
659,0.265,0.001,50.0075,0.250075,20,,,,
660,0.265,0.001,50.0075,0.50005,2,,,,
661,0.265,0.001,50.0075,0.50005,6,,,,
662,0.265,0.001,50.0075,0.50005,11,,,,
663,0.265,0.001,50.0075,0.50005,15,,,,
664,0.265,0.001,50.0075,0.50005,20,,,,
665,0.265,0.001,50.0075,0.7500249999999999,2,,,,
666,0.265,0.001,50.0075,0.7500249999999999,6,,,,
667,0.265,0.001,50.0075,0.7500249999999999,11,,,,
668,0.265,0.001,50.0075,0.7500249999999999,15,,,,
669,0.265,0.001,50.0075,0.7500249999999999,20,,,,
670,0.265,0.001,50.0075,1.0,2,,,,
671,0.265,0.001,50.0075,1.0,6,,,,
672,0.265,0.001,50.0075,1.0,11,,,,
673,0.265,0.001,50.0075,1.0,15,,,,
674,0.265,0.001,50.0075,1.0,20,,,,
675,0.265,0.001,100.00500000000001,0.0001,2,,,,
676,0.265,0.001,100.00500000000001,0.0001,6,,,,
677,0.265,0.001,100.00500000000001,0.0001,11,,,,
678,0.265,0.001,100.00500000000001,0.0001,15,,,,
679,0.265,0.001,100.00500000000001,0.0001,20,,,,
680,0.265,0.001,100.00500000000001,0.250075,2,,,,
681,0.265,0.001,100.00500000000001,0.250075,6,,,,
682,0.265,0.001,100.00500000000001,0.250075,11,,,,
683,0.265,0.001,100.00500000000001,0.250075,15,,,,
684,0.265,0.001,100.00500000000001,0.250075,20,,,,
685,0.265,0.001,100.00500000000001,0.50005,2,,,,
686,0.265,0.001,100.00500000000001,0.50005,6,,,,
687,0.265,0.001,100.00500000000001,0.50005,11,,,,
688,0.265,0.001,100.00500000000001,0.50005,15,,,,
689,0.265,0.001,100.00500000000001,0.50005,20,,,,
690,0.265,0.001,100.00500000000001,0.7500249999999999,2,,,,
691,0.265,0.001,100.00500000000001,0.7500249999999999,6,,,,
692,0.265,0.001,100.00500000000001,0.7500249999999999,11,,,,
693,0.265,0.001,100.00500000000001,0.7500249999999999,15,,,,
694,0.265,0.001,100.00500000000001,0.7500249999999999,20,,,,
695,0.265,0.001,100.00500000000001,1.0,2,,,,
696,0.265,0.001,100.00500000000001,1.0,6,,,,
697,0.265,0.001,100.00500000000001,1.0,11,,,,
698,0.265,0.001,100.00500000000001,1.0,15,,,,
699,0.265,0.001,100.00500000000001,1.0,20,,,,
700,0.265,0.001,150.0025,0.0001,2,,,,
701,0.265,0.001,150.0025,0.0001,6,,,,
702,0.265,0.001,150.0025,0.0001,11,,,,
703,0.265,0.001,150.0025,0.0001,15,,,,
704,0.265,0.001,150.0025,0.0001,20,,,,
705,0.265,0.001,150.0025,0.250075,2,,,,
706,0.265,0.001,150.0025,0.250075,6,,,,
707,0.265,0.001,150.0025,0.250075,11,,,,
708,0.265,0.001,150.0025,0.250075,15,,,,
709,0.265,0.001,150.0025,0.250075,20,,,,
710,0.265,0.001,150.0025,0.50005,2,,,,
711,0.265,0.001,150.0025,0.50005,6,,,,
712,0.265,0.001,150.0025,0.50005,11,,,,
713,0.265,0.001,150.0025,0.50005,15,,,,
714,0.265,0.001,150.0025,0.50005,20,,,,
715,0.265,0.001,150.0025,0.7500249999999999,2,,,,
716,0.265,0.001,150.0025,0.7500249999999999,6,,,,
717,0.265,0.001,150.0025,0.7500249999999999,11,,,,
718,0.265,0.001,150.0025,0.7500249999999999,15,,,,
719,0.265,0.001,150.0025,0.7500249999999999,20,,,,
720,0.265,0.001,150.0025,1.0,2,,,,
721,0.265,0.001,150.0025,1.0,6,,,,
722,0.265,0.001,150.0025,1.0,11,,,,
723,0.265,0.001,150.0025,1.0,15,,,,
724,0.265,0.001,150.0025,1.0,20,,,,
725,0.265,0.001,200.0,0.0001,2,,,,
726,0.265,0.001,200.0,0.0001,6,,,,
727,0.265,0.001,200.0,0.0001,11,,,,
728,0.265,0.001,200.0,0.0001,15,,,,
729,0.265,0.001,200.0,0.0001,20,,,,
730,0.265,0.001,200.0,0.250075,2,,,,
731,0.265,0.001,200.0,0.250075,6,,,,
732,0.265,0.001,200.0,0.250075,11,,,,
733,0.265,0.001,200.0,0.250075,15,,,,
734,0.265,0.001,200.0,0.250075,20,,,,
735,0.265,0.001,200.0,0.50005,2,,,,
736,0.265,0.001,200.0,0.50005,6,,,,
737,0.265,0.001,200.0,0.50005,11,,,,
738,0.265,0.001,200.0,0.50005,15,,,,
739,0.265,0.001,200.0,0.50005,20,,,,
740,0.265,0.001,200.0,0.7500249999999999,2,,,,
741,0.265,0.001,200.0,0.7500249999999999,6,,,,
742,0.265,0.001,200.0,0.7500249999999999,11,,,,
743,0.265,0.001,200.0,0.7500249999999999,15,,,,
744,0.265,0.001,200.0,0.7500249999999999,20,,,,
745,0.265,0.001,200.0,1.0,2,,,,
746,0.265,0.001,200.0,1.0,6,,,,
747,0.265,0.001,200.0,1.0,11,,,,
748,0.265,0.001,200.0,1.0,15,,,,
749,0.265,0.001,200.0,1.0,20,,,,
750,0.265,25.00075,0.01,0.0001,2,,,,
751,0.265,25.00075,0.01,0.0001,6,,,,
752,0.265,25.00075,0.01,0.0001,11,,,,
753,0.265,25.00075,0.01,0.0001,15,,,,
754,0.265,25.00075,0.01,0.0001,20,,,,
755,0.265,25.00075,0.01,0.250075,2,,,,
756,0.265,25.00075,0.01,0.250075,6,,,,
757,0.265,25.00075,0.01,0.250075,11,,,,
758,0.265,25.00075,0.01,0.250075,15,,,,
759,0.265,25.00075,0.01,0.250075,20,,,,
760,0.265,25.00075,0.01,0.50005,2,,,,
761,0.265,25.00075,0.01,0.50005,6,,,,
762,0.265,25.00075,0.01,0.50005,11,,,,
763,0.265,25.00075,0.01,0.50005,15,,,,
764,0.265,25.00075,0.01,0.50005,20,,,,
765,0.265,25.00075,0.01,0.7500249999999999,2,,,,
766,0.265,25.00075,0.01,0.7500249999999999,6,,,,
767,0.265,25.00075,0.01,0.7500249999999999,11,,,,
768,0.265,25.00075,0.01,0.7500249999999999,15,,,,
769,0.265,25.00075,0.01,0.7500249999999999,20,,,,
770,0.265,25.00075,0.01,1.0,2,,,,
771,0.265,25.00075,0.01,1.0,6,,,,
772,0.265,25.00075,0.01,1.0,11,,,,
773,0.265,25.00075,0.01,1.0,15,,,,
774,0.265,25.00075,0.01,1.0,20,,,,
775,0.265,25.00075,50.0075,0.0001,2,,,,
776,0.265,25.00075,50.0075,0.0001,6,,,,
777,0.265,25.00075,50.0075,0.0001,11,,,,
778,0.265,25.00075,50.0075,0.0001,15,,,,
779,0.265,25.00075,50.0075,0.0001,20,,,,
780,0.265,25.00075,50.0075,0.250075,2,,,,
781,0.265,25.00075,50.0075,0.250075,6,,,,
782,0.265,25.00075,50.0075,0.250075,11,,,,
783,0.265,25.00075,50.0075,0.250075,15,,,,
784,0.265,25.00075,50.0075,0.250075,20,,,,
785,0.265,25.00075,50.0075,0.50005,2,,,,
786,0.265,25.00075,50.0075,0.50005,6,,,,
787,0.265,25.00075,50.0075,0.50005,11,,,,
788,0.265,25.00075,50.0075,0.50005,15,,,,
789,0.265,25.00075,50.0075,0.50005,20,,,,
790,0.265,25.00075,50.0075,0.7500249999999999,2,,,,
791,0.265,25.00075,50.0075,0.7500249999999999,6,,,,
792,0.265,25.00075,50.0075,0.7500249999999999,11,,,,
793,0.265,25.00075,50.0075,0.7500249999999999,15,,,,
794,0.265,25.00075,50.0075,0.7500249999999999,20,,,,
795,0.265,25.00075,50.0075,1.0,2,,,,
796,0.265,25.00075,50.0075,1.0,6,,,,
797,0.265,25.00075,50.0075,1.0,11,,,,
798,0.265,25.00075,50.0075,1.0,15,,,,
799,0.265,25.00075,50.0075,1.0,20,,,,
800,0.265,25.00075,100.00500000000001,0.0001,2,,,,
801,0.265,25.00075,100.00500000000001,0.0001,6,,,,
802,0.265,25.00075,100.00500000000001,0.0001,11,,,,
803,0.265,25.00075,100.00500000000001,0.0001,15,,,,
804,0.265,25.00075,100.00500000000001,0.0001,20,,,,
805,0.265,25.00075,100.00500000000001,0.250075,2,,,,
806,0.265,25.00075,100.00500000000001,0.250075,6,,,,
807,0.265,25.00075,100.00500000000001,0.250075,11,,,,
808,0.265,25.00075,100.00500000000001,0.250075,15,,,,
809,0.265,25.00075,100.00500000000001,0.250075,20,,,,
810,0.265,25.00075,100.00500000000001,0.50005,2,,,,
811,0.265,25.00075,100.00500000000001,0.50005,6,,,,
812,0.265,25.00075,100.00500000000001,0.50005,11,,,,
813,0.265,25.00075,100.00500000000001,0.50005,15,,,,
814,0.265,25.00075,100.00500000000001,0.50005,20,,,,
815,0.265,25.00075,100.00500000000001,0.7500249999999999,2,,,,
816,0.265,25.00075,100.00500000000001,0.7500249999999999,6,,,,
817,0.265,25.00075,100.00500000000001,0.7500249999999999,11,,,,
818,0.265,25.00075,100.00500000000001,0.7500249999999999,15,,,,
819,0.265,25.00075,100.00500000000001,0.7500249999999999,20,,,,
820,0.265,25.00075,100.00500000000001,1.0,2,,,,
821,0.265,25.00075,100.00500000000001,1.0,6,,,,
822,0.265,25.00075,100.00500000000001,1.0,11,,,,
823,0.265,25.00075,100.00500000000001,1.0,15,,,,
824,0.265,25.00075,100.00500000000001,1.0,20,,,,
825,0.265,25.00075,150.0025,0.0001,2,,,,
826,0.265,25.00075,150.0025,0.0001,6,,,,
827,0.265,25.00075,150.0025,0.0001,11,,,,
828,0.265,25.00075,150.0025,0.0001,15,,,,
829,0.265,25.00075,150.0025,0.0001,20,,,,
830,0.265,25.00075,150.0025,0.250075,2,,,,
831,0.265,25.00075,150.0025,0.250075,6,,,,
832,0.265,25.00075,150.0025,0.250075,11,,,,
833,0.265,25.00075,150.0025,0.250075,15,,,,
834,0.265,25.00075,150.0025,0.250075,20,,,,
835,0.265,25.00075,150.0025,0.50005,2,,,,
836,0.265,25.00075,150.0025,0.50005,6,,,,
837,0.265,25.00075,150.0025,0.50005,11,,,,
838,0.265,25.00075,150.0025,0.50005,15,,,,
839,0.265,25.00075,150.0025,0.50005,20,,,,
840,0.265,25.00075,150.0025,0.7500249999999999,2,,,,
841,0.265,25.00075,150.0025,0.7500249999999999,6,,,,
842,0.265,25.00075,150.0025,0.7500249999999999,11,,,,
843,0.265,25.00075,150.0025,0.7500249999999999,15,,,,
844,0.265,25.00075,150.0025,0.7500249999999999,20,,,,
845,0.265,25.00075,150.0025,1.0,2,,,,
846,0.265,25.00075,150.0025,1.0,6,,,,
847,0.265,25.00075,150.0025,1.0,11,,,,
848,0.265,25.00075,150.0025,1.0,15,,,,
849,0.265,25.00075,150.0025,1.0,20,,,,
850,0.265,25.00075,200.0,0.0001,2,,,,
851,0.265,25.00075,200.0,0.0001,6,,,,
852,0.265,25.00075,200.0,0.0001,11,,,,
853,0.265,25.00075,200.0,0.0001,15,,,,
854,0.265,25.00075,200.0,0.0001,20,,,,
855,0.265,25.00075,200.0,0.250075,2,,,,
856,0.265,25.00075,200.0,0.250075,6,,,,
857,0.265,25.00075,200.0,0.250075,11,,,,
858,0.265,25.00075,200.0,0.250075,15,,,,
859,0.265,25.00075,200.0,0.250075,20,,,,
860,0.265,25.00075,200.0,0.50005,2,,,,
861,0.265,25.00075,200.0,0.50005,6,,,,
862,0.265,25.00075,200.0,0.50005,11,,,,
863,0.265,25.00075,200.0,0.50005,15,,,,
864,0.265,25.00075,200.0,0.50005,20,,,,
865,0.265,25.00075,200.0,0.7500249999999999,2,,,,
866,0.265,25.00075,200.0,0.7500249999999999,6,,,,
867,0.265,25.00075,200.0,0.7500249999999999,11,,,,
868,0.265,25.00075,200.0,0.7500249999999999,15,,,,
869,0.265,25.00075,200.0,0.7500249999999999,20,,,,
870,0.265,25.00075,200.0,1.0,2,,,,
871,0.265,25.00075,200.0,1.0,6,,,,
872,0.265,25.00075,200.0,1.0,11,,,,
873,0.265,25.00075,200.0,1.0,15,,,,
874,0.265,25.00075,200.0,1.0,20,,,,
875,0.265,50.000499999999995,0.01,0.0001,2,,,,
876,0.265,50.000499999999995,0.01,0.0001,6,,,,
877,0.265,50.000499999999995,0.01,0.0001,11,,,,
878,0.265,50.000499999999995,0.01,0.0001,15,,,,
879,0.265,50.000499999999995,0.01,0.0001,20,,,,
880,0.265,50.000499999999995,0.01,0.250075,2,,,,
881,0.265,50.000499999999995,0.01,0.250075,6,,,,
882,0.265,50.000499999999995,0.01,0.250075,11,,,,
883,0.265,50.000499999999995,0.01,0.250075,15,,,,
884,0.265,50.000499999999995,0.01,0.250075,20,,,,
885,0.265,50.000499999999995,0.01,0.50005,2,,,,
886,0.265,50.000499999999995,0.01,0.50005,6,,,,
887,0.265,50.000499999999995,0.01,0.50005,11,,,,
888,0.265,50.000499999999995,0.01,0.50005,15,,,,
889,0.265,50.000499999999995,0.01,0.50005,20,,,,
890,0.265,50.000499999999995,0.01,0.7500249999999999,2,,,,
891,0.265,50.000499999999995,0.01,0.7500249999999999,6,,,,
892,0.265,50.000499999999995,0.01,0.7500249999999999,11,,,,
893,0.265,50.000499999999995,0.01,0.7500249999999999,15,,,,
894,0.265,50.000499999999995,0.01,0.7500249999999999,20,,,,
895,0.265,50.000499999999995,0.01,1.0,2,,,,
896,0.265,50.000499999999995,0.01,1.0,6,,,,
897,0.265,50.000499999999995,0.01,1.0,11,,,,
898,0.265,50.000499999999995,0.01,1.0,15,,,,
899,0.265,50.000499999999995,0.01,1.0,20,,,,
900,0.265,50.000499999999995,50.0075,0.0001,2,,,,
901,0.265,50.000499999999995,50.0075,0.0001,6,,,,
902,0.265,50.000499999999995,50.0075,0.0001,11,,,,
903,0.265,50.000499999999995,50.0075,0.0001,15,,,,
904,0.265,50.000499999999995,50.0075,0.0001,20,,,,
905,0.265,50.000499999999995,50.0075,0.250075,2,,,,
906,0.265,50.000499999999995,50.0075,0.250075,6,,,,
907,0.265,50.000499999999995,50.0075,0.250075,11,,,,
908,0.265,50.000499999999995,50.0075,0.250075,15,,,,
909,0.265,50.000499999999995,50.0075,0.250075,20,,,,
910,0.265,50.000499999999995,50.0075,0.50005,2,,,,
911,0.265,50.000499999999995,50.0075,0.50005,6,,,,
912,0.265,50.000499999999995,50.0075,0.50005,11,,,,
913,0.265,50.000499999999995,50.0075,0.50005,15,,,,
914,0.265,50.000499999999995,50.0075,0.50005,20,,,,
915,0.265,50.000499999999995,50.0075,0.7500249999999999,2,,,,
916,0.265,50.000499999999995,50.0075,0.7500249999999999,6,,,,
917,0.265,50.000499999999995,50.0075,0.7500249999999999,11,,,,
918,0.265,50.000499999999995,50.0075,0.7500249999999999,15,,,,
919,0.265,50.000499999999995,50.0075,0.7500249999999999,20,,,,
920,0.265,50.000499999999995,50.0075,1.0,2,,,,
921,0.265,50.000499999999995,50.0075,1.0,6,,,,
922,0.265,50.000499999999995,50.0075,1.0,11,,,,
923,0.265,50.000499999999995,50.0075,1.0,15,,,,
924,0.265,50.000499999999995,50.0075,1.0,20,,,,
925,0.265,50.000499999999995,100.00500000000001,0.0001,2,,,,
926,0.265,50.000499999999995,100.00500000000001,0.0001,6,,,,
927,0.265,50.000499999999995,100.00500000000001,0.0001,11,,,,
928,0.265,50.000499999999995,100.00500000000001,0.0001,15,,,,
929,0.265,50.000499999999995,100.00500000000001,0.0001,20,,,,
930,0.265,50.000499999999995,100.00500000000001,0.250075,2,,,,
931,0.265,50.000499999999995,100.00500000000001,0.250075,6,,,,
932,0.265,50.000499999999995,100.00500000000001,0.250075,11,,,,
933,0.265,50.000499999999995,100.00500000000001,0.250075,15,,,,
934,0.265,50.000499999999995,100.00500000000001,0.250075,20,,,,
935,0.265,50.000499999999995,100.00500000000001,0.50005,2,,,,
936,0.265,50.000499999999995,100.00500000000001,0.50005,6,,,,
937,0.265,50.000499999999995,100.00500000000001,0.50005,11,,,,
938,0.265,50.000499999999995,100.00500000000001,0.50005,15,,,,
939,0.265,50.000499999999995,100.00500000000001,0.50005,20,,,,
940,0.265,50.000499999999995,100.00500000000001,0.7500249999999999,2,,,,
941,0.265,50.000499999999995,100.00500000000001,0.7500249999999999,6,,,,
942,0.265,50.000499999999995,100.00500000000001,0.7500249999999999,11,,,,
943,0.265,50.000499999999995,100.00500000000001,0.7500249999999999,15,,,,
944,0.265,50.000499999999995,100.00500000000001,0.7500249999999999,20,,,,
945,0.265,50.000499999999995,100.00500000000001,1.0,2,,,,
946,0.265,50.000499999999995,100.00500000000001,1.0,6,,,,
947,0.265,50.000499999999995,100.00500000000001,1.0,11,,,,
948,0.265,50.000499999999995,100.00500000000001,1.0,15,,,,
949,0.265,50.000499999999995,100.00500000000001,1.0,20,,,,
950,0.265,50.000499999999995,150.0025,0.0001,2,,,,
951,0.265,50.000499999999995,150.0025,0.0001,6,,,,
952,0.265,50.000499999999995,150.0025,0.0001,11,,,,
953,0.265,50.000499999999995,150.0025,0.0001,15,,,,
954,0.265,50.000499999999995,150.0025,0.0001,20,,,,
955,0.265,50.000499999999995,150.0025,0.250075,2,,,,
956,0.265,50.000499999999995,150.0025,0.250075,6,,,,
957,0.265,50.000499999999995,150.0025,0.250075,11,,,,
958,0.265,50.000499999999995,150.0025,0.250075,15,,,,
959,0.265,50.000499999999995,150.0025,0.250075,20,,,,
960,0.265,50.000499999999995,150.0025,0.50005,2,,,,
961,0.265,50.000499999999995,150.0025,0.50005,6,,,,
962,0.265,50.000499999999995,150.0025,0.50005,11,,,,
963,0.265,50.000499999999995,150.0025,0.50005,15,,,,
964,0.265,50.000499999999995,150.0025,0.50005,20,,,,
965,0.265,50.000499999999995,150.0025,0.7500249999999999,2,,,,
966,0.265,50.000499999999995,150.0025,0.7500249999999999,6,,,,
967,0.265,50.000499999999995,150.0025,0.7500249999999999,11,,,,
968,0.265,50.000499999999995,150.0025,0.7500249999999999,15,,,,
969,0.265,50.000499999999995,150.0025,0.7500249999999999,20,,,,
970,0.265,50.000499999999995,150.0025,1.0,2,,,,
971,0.265,50.000499999999995,150.0025,1.0,6,,,,
972,0.265,50.000499999999995,150.0025,1.0,11,,,,
973,0.265,50.000499999999995,150.0025,1.0,15,,,,
974,0.265,50.000499999999995,150.0025,1.0,20,,,,
975,0.265,50.000499999999995,200.0,0.0001,2,,,,
976,0.265,50.000499999999995,200.0,0.0001,6,,,,
977,0.265,50.000499999999995,200.0,0.0001,11,,,,
978,0.265,50.000499999999995,200.0,0.0001,15,,,,
979,0.265,50.000499999999995,200.0,0.0001,20,,,,
980,0.265,50.000499999999995,200.0,0.250075,2,,,,
981,0.265,50.000499999999995,200.0,0.250075,6,,,,
982,0.265,50.000499999999995,200.0,0.250075,11,,,,
983,0.265,50.000499999999995,200.0,0.250075,15,,,,
984,0.265,50.000499999999995,200.0,0.250075,20,,,,
985,0.265,50.000499999999995,200.0,0.50005,2,,,,
