,eta,epsilon,sigma_init,mu,K,r2,mse,CB_size,tradeOff_dist
52,0.1,0.001,100.00500000000001,0.0001,11,-0.05358285112199779,5.565492496187392,335,335.04622771600503
53,0.1,0.001,100.00500000000001,0.0001,15,-0.05358285112199823,5.565492496187394,335,335.04622771600503
54,0.1,0.001,100.00500000000001,0.0001,20,-0.05358285112199468,5.5654924961873755,335,335.04622771600503
55,0.1,0.001,100.00500000000001,0.250075,2,-0.05358293661970803,5.565492947824266,335,335.04622772350723
56,0.1,0.001,100.00500000000001,0.250075,6,-0.053582936619347654,5.565492947822362,335,335.04622772350723
57,0.1,0.001,100.00500000000001,0.250075,11,-0.053582936618799204,5.565492947819465,335,335.0462277235072
58,0.1,0.001,100.00500000000001,0.250075,15,-0.05358293661850255,5.565492947817898,335,335.0462277235071
59,0.1,0.001,100.00500000000001,0.250075,20,-0.05358293661301938,5.5654929477889326,335,335.04622772350666
60,0.1,0.001,100.00500000000001,0.50005,2,-0.05358302211603472,5.565493399453831,335,335.0462277310093
61,0.1,0.001,100.00500000000001,0.50005,6,-0.053583022115313295,5.56549339945002,335,335.04622773100925
62,0.1,0.001,100.00500000000001,0.50005,11,-0.053583022114217504,5.565493399444231,335,335.04622773100914
63,0.1,0.001,100.00500000000001,0.50005,15,-0.05358302211362842,5.565493399441118,335,335.04622773100914
64,0.1,0.001,100.00500000000001,0.50005,20,-0.05358302210266186,5.565493399383189,335,335.0462277310082
65,0.1,0.001,100.00500000000001,0.7500249999999999,2,-0.05358310761097962,5.565493851076096,335,335.0462277385113
66,0.1,0.001,100.00500000000001,0.7500249999999999,6,-0.05358310760990004,5.565493851070393,335,335.04622773851116
67,0.1,0.001,100.00500000000001,0.7500249999999999,11,-0.05358310760825402,5.5654938510616985,335,335.04622773851105
68,0.1,0.001,100.00500000000001,0.7500249999999999,15,-0.05358310760737206,5.565493851057039,335,335.04622773851094
69,0.1,0.001,100.00500000000001,0.7500249999999999,20,-0.053583107590922774,5.565493850970147,335,335.0462277385095
70,0.1,0.001,100.00500000000001,1.0,2,-0.053583193104546956,5.565494302691085,335,335.04622774601313
71,0.1,0.001,100.00500000000001,1.0,6,-0.053583193103105,5.565494302683468,335,335.04622774601296
72,0.1,0.001,100.00500000000001,1.0,11,-0.053583193100912974,5.565494302671889,335,335.0462277460128
73,0.1,0.001,100.00500000000001,1.0,15,-0.05358319309973214,5.56549430266565,335,335.0462277460127
74,0.1,0.001,100.00500000000001,1.0,20,-0.05358319307780546,5.5654943025498245,335,335.04622774601074
75,0.1,0.001,150.0025,0.0001,2,-0.06220224090006354,5.611023940705925,335,335.0469871371226
76,0.1,0.001,150.0025,0.0001,6,-0.06220224090006332,5.611023940705923,335,335.0469871371226
77,0.1,0.001,150.0025,0.0001,11,-0.062202240900062655,5.611023940705921,335,335.0469871371226
78,0.1,0.001,150.0025,0.0001,15,-0.062202240900062655,5.611023940705921,335,335.0469871371226
79,0.1,0.001,150.0025,0.0001,20,-0.06220224090006288,5.6110239407059215,335,335.0469871371226
80,0.1,0.001,150.0025,0.250075,2,-0.06220224891052162,5.611023983020722,335,335.0469871378312
81,0.1,0.001,150.0025,0.250075,6,-0.06220224891048565,5.611023983020532,335,335.0469871378312
82,0.1,0.001,150.0025,0.250075,11,-0.062202248910436575,5.611023983020272,335,335.0469871378312
83,0.1,0.001,150.0025,0.250075,15,-0.06220224891040749,5.611023983020119,335,335.0469871378312
84,0.1,0.001,150.0025,0.250075,20,-0.062202248909895674,5.6110239830174145,335,335.04698713783114
85,0.1,0.001,150.0025,0.50005,2,-0.062202256920947274,5.611024025335347,335,335.04698713853986
86,0.1,0.001,150.0025,0.50005,6,-0.06220225692088088,5.611024025334997,335,335.04698713853986
87,0.1,0.001,150.0025,0.50005,11,-0.06220225692077985,5.611024025334463,335,335.04698713853986
88,0.1,0.001,150.0025,0.50005,15,-0.062202256920724563,5.611024025334172,335,335.0469871385398
89,0.1,0.001,150.0025,0.50005,20,-0.06220225691969872,5.611024025328752,335,335.04698713853975
90,0.1,0.001,150.0025,0.7500249999999999,2,-0.06220226493135361,5.611024067649871,335,335.0469871392485
91,0.1,0.001,150.0025,0.7500249999999999,6,-0.06220226493125147,5.611024067649332,335,335.0469871392485
92,0.1,0.001,150.0025,0.7500249999999999,11,-0.06220226493109826,5.611024067648522,335,335.0469871392485
93,0.1,0.001,150.0025,0.7500249999999999,15,-0.062202264931015216,5.611024067648083,335,335.0469871392485
94,0.1,0.001,150.0025,0.7500249999999999,20,-0.062202264929478,5.611024067639963,335,335.0469871392483
95,0.1,0.001,150.0025,1.0,2,-0.062202272941729975,5.6110241099642355,335,335.04698713995714
96,0.1,0.001,150.0025,1.0,6,-0.06220227294159586,5.611024109963528,335,335.04698713995714
97,0.1,0.001,150.0025,1.0,11,-0.06220227294139047,5.611024109962443,335,335.0469871399571
98,0.1,0.001,150.0025,1.0,15,-0.062202272941279224,5.611024109961855,335,335.0469871399571
99,0.1,0.001,150.0025,1.0,20,-0.062202272939229974,5.611024109951031,335,335.0469871399569
100,0.1,0.001,200.0,0.0001,2,-0.06534854198955542,5.627644100274455,335,335.0472658866497
101,0.1,0.001,200.0,0.0001,6,-0.06534854198955542,5.627644100274455,335,335.0472658866497
102,0.1,0.001,200.0,0.0001,11,-0.06534854198955564,5.6276441002744555,335,335.0472658866497
103,0.1,0.001,200.0,0.0001,15,-0.06534854198955586,5.627644100274456,335,335.0472658866497
104,0.1,0.001,200.0,0.0001,20,-0.06534854198955609,5.627644100274457,335,335.0472658866497
105,0.1,0.001,200.0,0.250075,2,-0.06534854344844598,5.627644107980962,335,335.04726588677914
106,0.1,0.001,200.0,0.250075,6,-0.0653485434484391,5.627644107980926,335,335.04726588677914
107,0.1,0.001,200.0,0.250075,11,-0.06534854344843022,5.6276441079808786,335,335.04726588677914
108,0.1,0.001,200.0,0.250075,15,-0.06534854344842533,5.627644107980853,335,335.04726588677914
109,0.1,0.001,200.0,0.250075,20,-0.06534854344833185,5.627644107980359,335,335.04726588677914
110,0.1,0.001,200.0,0.50005,2,-0.06534854490733544,5.627644115687464,335,335.04726588690863
111,0.1,0.001,200.0,0.50005,6,-0.065348544907325,5.627644115687409,335,335.04726588690863
