,eta,epsilon,mu,K,r2,mse,CB_size,tradeOff_dist
516,0.41200000000000003,40.0006,0.40005999999999997,2,,,,
517,0.41200000000000003,40.0006,0.40005999999999997,5,,,,
518,0.41200000000000003,40.0006,0.40005999999999997,9,,,,
519,0.41200000000000003,40.0006,0.40005999999999997,12,,,,
520,0.41200000000000003,40.0006,0.40005999999999997,16,,,,
521,0.41200000000000003,40.0006,0.40005999999999997,20,,,,
522,0.41200000000000003,40.0006,0.6000399999999999,2,,,,
523,0.41200000000000003,40.0006,0.6000399999999999,5,,,,
524,0.41200000000000003,40.0006,0.6000399999999999,9,,,,
525,0.41200000000000003,40.0006,0.6000399999999999,12,,,,
526,0.41200000000000003,40.0006,0.6000399999999999,16,,,,
527,0.41200000000000003,40.0006,0.6000399999999999,20,,,,
528,0.41200000000000003,40.0006,0.80002,2,,,,
529,0.41200000000000003,40.0006,0.80002,5,,,,
530,0.41200000000000003,40.0006,0.80002,9,,,,
531,0.41200000000000003,40.0006,0.80002,12,,,,
532,0.41200000000000003,40.0006,0.80002,16,,,,
533,0.41200000000000003,40.0006,0.80002,20,,,,
534,0.41200000000000003,40.0006,1.0,2,,,,
535,0.41200000000000003,40.0006,1.0,5,,,,
536,0.41200000000000003,40.0006,1.0,9,,,,
537,0.41200000000000003,40.0006,1.0,12,,,,
538,0.41200000000000003,40.0006,1.0,16,,,,
539,0.41200000000000003,40.0006,1.0,20,,,,
540,0.41200000000000003,60.0004,0.0001,2,,,,
541,0.41200000000000003,60.0004,0.0001,5,,,,
542,0.41200000000000003,60.0004,0.0001,9,,,,
543,0.41200000000000003,60.0004,0.0001,12,,,,
544,0.41200000000000003,60.0004,0.0001,16,,,,
545,0.41200000000000003,60.0004,0.0001,20,,,,
546,0.41200000000000003,60.0004,0.20007999999999998,2,,,,
547,0.41200000000000003,60.0004,0.20007999999999998,5,,,,
548,0.41200000000000003,60.0004,0.20007999999999998,9,,,,
549,0.41200000000000003,60.0004,0.20007999999999998,12,,,,
550,0.41200000000000003,60.0004,0.20007999999999998,16,,,,
551,0.41200000000000003,60.0004,0.20007999999999998,20,,,,
552,0.41200000000000003,60.0004,0.40005999999999997,2,,,,
553,0.41200000000000003,60.0004,0.40005999999999997,5,,,,
554,0.41200000000000003,60.0004,0.40005999999999997,9,,,,
555,0.41200000000000003,60.0004,0.40005999999999997,12,,,,
556,0.41200000000000003,60.0004,0.40005999999999997,16,,,,
557,0.41200000000000003,60.0004,0.40005999999999997,20,,,,
558,0.41200000000000003,60.0004,0.6000399999999999,2,,,,
559,0.41200000000000003,60.0004,0.6000399999999999,5,,,,
560,0.41200000000000003,60.0004,0.6000399999999999,9,,,,
561,0.41200000000000003,60.0004,0.6000399999999999,12,,,,
562,0.41200000000000003,60.0004,0.6000399999999999,16,,,,
563,0.41200000000000003,60.0004,0.6000399999999999,20,,,,
564,0.41200000000000003,60.0004,0.80002,2,,,,
565,0.41200000000000003,60.0004,0.80002,5,,,,
566,0.41200000000000003,60.0004,0.80002,9,,,,
567,0.41200000000000003,60.0004,0.80002,12,,,,
568,0.41200000000000003,60.0004,0.80002,16,,,,
569,0.41200000000000003,60.0004,0.80002,20,,,,
570,0.41200000000000003,60.0004,1.0,2,,,,
571,0.41200000000000003,60.0004,1.0,5,,,,
572,0.41200000000000003,60.0004,1.0,9,,,,
573,0.41200000000000003,60.0004,1.0,12,,,,
574,0.41200000000000003,60.0004,1.0,16,,,,
575,0.41200000000000003,60.0004,1.0,20,,,,
576,0.41200000000000003,80.0002,0.0001,2,,,,
577,0.41200000000000003,80.0002,0.0001,5,,,,
578,0.41200000000000003,80.0002,0.0001,9,,,,
579,0.41200000000000003,80.0002,0.0001,12,,,,
580,0.41200000000000003,80.0002,0.0001,16,,,,
581,0.41200000000000003,80.0002,0.0001,20,,,,
582,0.41200000000000003,80.0002,0.20007999999999998,2,,,,
583,0.41200000000000003,80.0002,0.20007999999999998,5,,,,
584,0.41200000000000003,80.0002,0.20007999999999998,9,,,,
585,0.41200000000000003,80.0002,0.20007999999999998,12,,,,
586,0.41200000000000003,80.0002,0.20007999999999998,16,,,,
587,0.41200000000000003,80.0002,0.20007999999999998,20,,,,
588,0.41200000000000003,80.0002,0.40005999999999997,2,,,,
589,0.41200000000000003,80.0002,0.40005999999999997,5,,,,
590,0.41200000000000003,80.0002,0.40005999999999997,9,,,,
591,0.41200000000000003,80.0002,0.40005999999999997,12,,,,
592,0.41200000000000003,80.0002,0.40005999999999997,16,,,,
593,0.41200000000000003,80.0002,0.40005999999999997,20,,,,
594,0.41200000000000003,80.0002,0.6000399999999999,2,,,,
595,0.41200000000000003,80.0002,0.6000399999999999,5,,,,
596,0.41200000000000003,80.0002,0.6000399999999999,9,,,,
597,0.41200000000000003,80.0002,0.6000399999999999,12,,,,
598,0.41200000000000003,80.0002,0.6000399999999999,16,,,,
599,0.41200000000000003,80.0002,0.6000399999999999,20,,,,
600,0.41200000000000003,80.0002,0.80002,2,,,,
601,0.41200000000000003,80.0002,0.80002,5,,,,
602,0.41200000000000003,80.0002,0.80002,9,,,,
603,0.41200000000000003,80.0002,0.80002,12,,,,
604,0.41200000000000003,80.0002,0.80002,16,,,,
605,0.41200000000000003,80.0002,0.80002,20,,,,
606,0.41200000000000003,80.0002,1.0,2,,,,
607,0.41200000000000003,80.0002,1.0,5,,,,
608,0.41200000000000003,80.0002,1.0,9,,,,
609,0.41200000000000003,80.0002,1.0,12,,,,
610,0.41200000000000003,80.0002,1.0,16,,,,
611,0.41200000000000003,80.0002,1.0,20,,,,
612,0.41200000000000003,100.0,0.0001,2,,,,
613,0.41200000000000003,100.0,0.0001,5,,,,
614,0.41200000000000003,100.0,0.0001,9,,,,
615,0.41200000000000003,100.0,0.0001,12,,,,
616,0.41200000000000003,100.0,0.0001,16,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
617,0.41200000000000003,100.0,0.0001,20,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
618,0.41200000000000003,100.0,0.20007999999999998,2,,,,
619,0.41200000000000003,100.0,0.20007999999999998,5,,,,
620,0.41200000000000003,100.0,0.20007999999999998,9,,,,
621,0.41200000000000003,100.0,0.20007999999999998,12,,,,
622,0.41200000000000003,100.0,0.20007999999999998,16,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
623,0.41200000000000003,100.0,0.20007999999999998,20,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
624,0.41200000000000003,100.0,0.40005999999999997,2,,,,
625,0.41200000000000003,100.0,0.40005999999999997,5,,,,
626,0.41200000000000003,100.0,0.40005999999999997,9,,,,
627,0.41200000000000003,100.0,0.40005999999999997,12,,,,
628,0.41200000000000003,100.0,0.40005999999999997,16,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
629,0.41200000000000003,100.0,0.40005999999999997,20,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
630,0.41200000000000003,100.0,0.6000399999999999,2,,,,
631,0.41200000000000003,100.0,0.6000399999999999,5,,,,
632,0.41200000000000003,100.0,0.6000399999999999,9,,,,
633,0.41200000000000003,100.0,0.6000399999999999,12,,,,
634,0.41200000000000003,100.0,0.6000399999999999,16,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
635,0.41200000000000003,100.0,0.6000399999999999,20,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
636,0.41200000000000003,100.0,0.80002,2,,,,
637,0.41200000000000003,100.0,0.80002,5,,,,
638,0.41200000000000003,100.0,0.80002,9,,,,
639,0.41200000000000003,100.0,0.80002,12,,,,
640,0.41200000000000003,100.0,0.80002,16,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
641,0.41200000000000003,100.0,0.80002,20,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
642,0.41200000000000003,100.0,1.0,2,,,,
643,0.41200000000000003,100.0,1.0,5,,,,
644,0.41200000000000003,100.0,1.0,9,,,,
645,0.41200000000000003,100.0,1.0,12,,,,
646,0.41200000000000003,100.0,1.0,16,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
647,0.41200000000000003,100.0,1.0,20,-0.003191418996663087,7043671.485833186,14.0,7043671.485847099
648,0.6080000000000001,0.001,0.0001,2,0.03798289536245214,6754575.767400813,1961.0,6754576.052061246
649,0.6080000000000001,0.001,0.0001,5,0.32345611706533395,4750193.000960691,1961.0,4750193.405735911
650,0.6080000000000001,0.001,0.0001,9,0.19542880868978962,5649106.492779338,1958.0,5649106.83210414
651,0.6080000000000001,0.001,0.0001,12,0.7752830270234237,1577797.1232259143,1950.0,1577798.328228285
652,0.6080000000000001,0.001,0.0001,16,0.6001451370799918,2807486.430892973,1959.0,2807487.1143656503
653,0.6080000000000001,0.001,0.0001,20,0.045047849881063695,6704970.858757134,1911.0,6704971.131086499
654,0.6080000000000001,0.001,0.20007999999999998,2,,,,
655,0.6080000000000001,0.001,0.20007999999999998,5,,,,
656,0.6080000000000001,0.001,0.20007999999999998,9,,,,
657,0.6080000000000001,0.001,0.20007999999999998,12,,,,
658,0.6080000000000001,0.001,0.20007999999999998,16,,,,
659,0.6080000000000001,0.001,0.20007999999999998,20,,,,
660,0.6080000000000001,0.001,0.40005999999999997,2,,,,
661,0.6080000000000001,0.001,0.40005999999999997,5,,,,
662,0.6080000000000001,0.001,0.40005999999999997,9,,,,
663,0.6080000000000001,0.001,0.40005999999999997,12,,,,
664,0.6080000000000001,0.001,0.40005999999999997,16,,,,
665,0.6080000000000001,0.001,0.40005999999999997,20,,,,
666,0.6080000000000001,0.001,0.6000399999999999,2,,,,
667,0.6080000000000001,0.001,0.6000399999999999,5,,,,
668,0.6080000000000001,0.001,0.6000399999999999,9,,,,
669,0.6080000000000001,0.001,0.6000399999999999,12,,,,
670,0.6080000000000001,0.001,0.6000399999999999,16,,,,
671,0.6080000000000001,0.001,0.6000399999999999,20,,,,
672,0.6080000000000001,0.001,0.80002,2,,,,
673,0.6080000000000001,0.001,0.80002,5,,,,
674,0.6080000000000001,0.001,0.80002,9,,,,
675,0.6080000000000001,0.001,0.80002,12,,,,
676,0.6080000000000001,0.001,0.80002,16,,,,
677,0.6080000000000001,0.001,0.80002,20,,,,
678,0.6080000000000001,0.001,1.0,2,,,,
679,0.6080000000000001,0.001,1.0,5,,,,
680,0.6080000000000001,0.001,1.0,9,,,,
681,0.6080000000000001,0.001,1.0,12,,,,
682,0.6080000000000001,0.001,1.0,16,,,,
683,0.6080000000000001,0.001,1.0,20,,,,
684,0.6080000000000001,20.0008,0.0001,2,,,,
685,0.6080000000000001,20.0008,0.0001,5,,,,
686,0.6080000000000001,20.0008,0.0001,9,,,,
687,0.6080000000000001,20.0008,0.0001,12,,,,
688,0.6080000000000001,20.0008,0.0001,16,,,,
689,0.6080000000000001,20.0008,0.0001,20,,,,
690,0.6080000000000001,20.0008,0.20007999999999998,2,,,,
691,0.6080000000000001,20.0008,0.20007999999999998,5,-1.5212254310742908,17702188.577307336,9.0,17702188.577309623
692,0.6080000000000001,20.0008,0.20007999999999998,9,,,,
693,0.6080000000000001,20.0008,0.20007999999999998,12,,,,
694,0.6080000000000001,20.0008,0.20007999999999998,16,,,,
695,0.6080000000000001,20.0008,0.20007999999999998,20,,,,
696,0.6080000000000001,20.0008,0.40005999999999997,2,,,,
697,0.6080000000000001,20.0008,0.40005999999999997,5,,,,
698,0.6080000000000001,20.0008,0.40005999999999997,9,,,,
699,0.6080000000000001,20.0008,0.40005999999999997,12,,,,
700,0.6080000000000001,20.0008,0.40005999999999997,16,,,,
701,0.6080000000000001,20.0008,0.40005999999999997,20,,,,
702,0.6080000000000001,20.0008,0.6000399999999999,2,,,,
703,0.6080000000000001,20.0008,0.6000399999999999,5,,,,
704,0.6080000000000001,20.0008,0.6000399999999999,9,,,,
705,0.6080000000000001,20.0008,0.6000399999999999,12,,,,
706,0.6080000000000001,20.0008,0.6000399999999999,16,,,,
707,0.6080000000000001,20.0008,0.6000399999999999,20,,,,
708,0.6080000000000001,20.0008,0.80002,2,,,,
709,0.6080000000000001,20.0008,0.80002,5,,,,
710,0.6080000000000001,20.0008,0.80002,9,,,,
711,0.6080000000000001,20.0008,0.80002,12,,,,
712,0.6080000000000001,20.0008,0.80002,16,,,,
713,0.6080000000000001,20.0008,0.80002,20,,,,
714,0.6080000000000001,20.0008,1.0,2,,,,
715,0.6080000000000001,20.0008,1.0,5,,,,
716,0.6080000000000001,20.0008,1.0,9,,,,
717,0.6080000000000001,20.0008,1.0,12,,,,
718,0.6080000000000001,20.0008,1.0,16,,,,
719,0.6080000000000001,20.0008,1.0,20,,,,
720,0.6080000000000001,40.0006,0.0001,2,,,,
721,0.6080000000000001,40.0006,0.0001,5,,,,
722,0.6080000000000001,40.0006,0.0001,9,,,,
723,0.6080000000000001,40.0006,0.0001,12,,,,
724,0.6080000000000001,40.0006,0.0001,16,,,,
725,0.6080000000000001,40.0006,0.0001,20,,,,
726,0.6080000000000001,40.0006,0.20007999999999998,2,,,,
727,0.6080000000000001,40.0006,0.20007999999999998,5,,,,
728,0.6080000000000001,40.0006,0.20007999999999998,9,,,,
729,0.6080000000000001,40.0006,0.20007999999999998,12,,,,
730,0.6080000000000001,40.0006,0.20007999999999998,16,,,,
731,0.6080000000000001,40.0006,0.20007999999999998,20,,,,
732,0.6080000000000001,40.0006,0.40005999999999997,2,,,,
733,0.6080000000000001,40.0006,0.40005999999999997,5,,,,
734,0.6080000000000001,40.0006,0.40005999999999997,9,,,,
735,0.6080000000000001,40.0006,0.40005999999999997,12,,,,
736,0.6080000000000001,40.0006,0.40005999999999997,16,,,,
737,0.6080000000000001,40.0006,0.40005999999999997,20,,,,
738,0.6080000000000001,40.0006,0.6000399999999999,2,,,,
739,0.6080000000000001,40.0006,0.6000399999999999,5,,,,
740,0.6080000000000001,40.0006,0.6000399999999999,9,,,,
741,0.6080000000000001,40.0006,0.6000399999999999,12,,,,
742,0.6080000000000001,40.0006,0.6000399999999999,16,,,,
743,0.6080000000000001,40.0006,0.6000399999999999,20,,,,
744,0.6080000000000001,40.0006,0.80002,2,,,,
745,0.6080000000000001,40.0006,0.80002,5,,,,
746,0.6080000000000001,40.0006,0.80002,9,,,,
747,0.6080000000000001,40.0006,0.80002,12,,,,
748,0.6080000000000001,40.0006,0.80002,16,,,,
749,0.6080000000000001,40.0006,0.80002,20,,,,
750,0.6080000000000001,40.0006,1.0,2,,,,
751,0.6080000000000001,40.0006,1.0,5,,,,
752,0.6080000000000001,40.0006,1.0,9,,,,
753,0.6080000000000001,40.0006,1.0,12,,,,
754,0.6080000000000001,40.0006,1.0,16,,,,
755,0.6080000000000001,40.0006,1.0,20,,,,
756,0.6080000000000001,60.0004,0.0001,2,,,,
757,0.6080000000000001,60.0004,0.0001,5,,,,
758,0.6080000000000001,60.0004,0.0001,9,,,,
759,0.6080000000000001,60.0004,0.0001,12,,,,
760,0.6080000000000001,60.0004,0.0001,16,,,,
761,0.6080000000000001,60.0004,0.0001,20,,,,
762,0.6080000000000001,60.0004,0.20007999999999998,2,,,,
763,0.6080000000000001,60.0004,0.20007999999999998,5,,,,
764,0.6080000000000001,60.0004,0.20007999999999998,9,,,,
765,0.6080000000000001,60.0004,0.20007999999999998,12,,,,
766,0.6080000000000001,60.0004,0.20007999999999998,16,,,,
767,0.6080000000000001,60.0004,0.20007999999999998,20,,,,
768,0.6080000000000001,60.0004,0.40005999999999997,2,,,,
769,0.6080000000000001,60.0004,0.40005999999999997,5,,,,
770,0.6080000000000001,60.0004,0.40005999999999997,9,,,,
771,0.6080000000000001,60.0004,0.40005999999999997,12,,,,
772,0.6080000000000001,60.0004,0.40005999999999997,16,,,,
773,0.6080000000000001,60.0004,0.40005999999999997,20,,,,
774,0.6080000000000001,60.0004,0.6000399999999999,2,,,,
775,0.6080000000000001,60.0004,0.6000399999999999,5,,,,
776,0.6080000000000001,60.0004,0.6000399999999999,9,,,,
777,0.6080000000000001,60.0004,0.6000399999999999,12,,,,
778,0.6080000000000001,60.0004,0.6000399999999999,16,,,,
779,0.6080000000000001,60.0004,0.6000399999999999,20,,,,
780,0.6080000000000001,60.0004,0.80002,2,,,,
781,0.6080000000000001,60.0004,0.80002,5,,,,
782,0.6080000000000001,60.0004,0.80002,9,,,,
783,0.6080000000000001,60.0004,0.80002,12,,,,
784,0.6080000000000001,60.0004,0.80002,16,,,,
785,0.6080000000000001,60.0004,0.80002,20,,,,
786,0.6080000000000001,60.0004,1.0,2,,,,
787,0.6080000000000001,60.0004,1.0,5,,,,
788,0.6080000000000001,60.0004,1.0,9,,,,
789,0.6080000000000001,60.0004,1.0,12,,,,
790,0.6080000000000001,60.0004,1.0,16,,,,
791,0.6080000000000001,60.0004,1.0,20,,,,
792,0.6080000000000001,80.0002,0.0001,2,,,,
793,0.6080000000000001,80.0002,0.0001,5,,,,
794,0.6080000000000001,80.0002,0.0001,9,,,,
795,0.6080000000000001,80.0002,0.0001,12,,,,
796,0.6080000000000001,80.0002,0.0001,16,,,,
797,0.6080000000000001,80.0002,0.0001,20,,,,
798,0.6080000000000001,80.0002,0.20007999999999998,2,,,,
799,0.6080000000000001,80.0002,0.20007999999999998,5,,,,
800,0.6080000000000001,80.0002,0.20007999999999998,9,,,,
801,0.6080000000000001,80.0002,0.20007999999999998,12,,,,
802,0.6080000000000001,80.0002,0.20007999999999998,16,,,,
803,0.6080000000000001,80.0002,0.20007999999999998,20,,,,
804,0.6080000000000001,80.0002,0.40005999999999997,2,,,,
805,0.6080000000000001,80.0002,0.40005999999999997,5,,,,
806,0.6080000000000001,80.0002,0.40005999999999997,9,,,,
807,0.6080000000000001,80.0002,0.40005999999999997,12,,,,
808,0.6080000000000001,80.0002,0.40005999999999997,16,,,,
809,0.6080000000000001,80.0002,0.40005999999999997,20,,,,
810,0.6080000000000001,80.0002,0.6000399999999999,2,,,,
811,0.6080000000000001,80.0002,0.6000399999999999,5,,,,
812,0.6080000000000001,80.0002,0.6000399999999999,9,,,,
813,0.6080000000000001,80.0002,0.6000399999999999,12,,,,
814,0.6080000000000001,80.0002,0.6000399999999999,16,,,,
815,0.6080000000000001,80.0002,0.6000399999999999,20,,,,
816,0.6080000000000001,80.0002,0.80002,2,,,,
817,0.6080000000000001,80.0002,0.80002,5,,,,
818,0.6080000000000001,80.0002,0.80002,9,,,,
819,0.6080000000000001,80.0002,0.80002,12,,,,
820,0.6080000000000001,80.0002,0.80002,16,,,,
821,0.6080000000000001,80.0002,0.80002,20,,,,
822,0.6080000000000001,80.0002,1.0,2,,,,
823,0.6080000000000001,80.0002,1.0,5,,,,
824,0.6080000000000001,80.0002,1.0,9,,,,
825,0.6080000000000001,80.0002,1.0,12,,,,
826,0.6080000000000001,80.0002,1.0,16,,,,
827,0.6080000000000001,80.0002,1.0,20,,,,
828,0.6080000000000001,100.0,0.0001,2,,,,
829,0.6080000000000001,100.0,0.0001,5,,,,
830,0.6080000000000001,100.0,0.0001,9,,,,
831,0.6080000000000001,100.0,0.0001,12,,,,
832,0.6080000000000001,100.0,0.0001,16,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
833,0.6080000000000001,100.0,0.0001,20,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
834,0.6080000000000001,100.0,0.20007999999999998,2,,,,
835,0.6080000000000001,100.0,0.20007999999999998,5,,,,
836,0.6080000000000001,100.0,0.20007999999999998,9,,,,
837,0.6080000000000001,100.0,0.20007999999999998,12,,,,
838,0.6080000000000001,100.0,0.20007999999999998,16,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
839,0.6080000000000001,100.0,0.20007999999999998,20,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
840,0.6080000000000001,100.0,0.40005999999999997,2,,,,
841,0.6080000000000001,100.0,0.40005999999999997,5,,,,
842,0.6080000000000001,100.0,0.40005999999999997,9,,,,
843,0.6080000000000001,100.0,0.40005999999999997,12,,,,
844,0.6080000000000001,100.0,0.40005999999999997,16,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
845,0.6080000000000001,100.0,0.40005999999999997,20,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
846,0.6080000000000001,100.0,0.6000399999999999,2,,,,
847,0.6080000000000001,100.0,0.6000399999999999,5,,,,
848,0.6080000000000001,100.0,0.6000399999999999,9,,,,
849,0.6080000000000001,100.0,0.6000399999999999,12,,,,
850,0.6080000000000001,100.0,0.6000399999999999,16,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
851,0.6080000000000001,100.0,0.6000399999999999,20,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
852,0.6080000000000001,100.0,0.80002,2,,,,
853,0.6080000000000001,100.0,0.80002,5,,,,
854,0.6080000000000001,100.0,0.80002,9,,,,
855,0.6080000000000001,100.0,0.80002,12,,,,
856,0.6080000000000001,100.0,0.80002,16,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
857,0.6080000000000001,100.0,0.80002,20,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
858,0.6080000000000001,100.0,1.0,2,,,,
859,0.6080000000000001,100.0,1.0,5,,,,
860,0.6080000000000001,100.0,1.0,9,,,,
861,0.6080000000000001,100.0,1.0,12,,,,
862,0.6080000000000001,100.0,1.0,16,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
863,0.6080000000000001,100.0,1.0,20,-0.003190890771369137,7043667.77702411,14.0,7043667.777038023
864,0.804,0.001,0.0001,2,0.04606610312145021,6697821.434251648,1961.0,6697821.721324165
865,0.804,0.001,0.0001,5,0.38425950961321786,4323276.348543754,1961.0,4323276.793289878
866,0.804,0.001,0.0001,9,0.4383661502973706,3943379.356838668,1952.0,3943379.8399653756
867,0.804,0.001,0.0001,12,0.9209038118027285,555355.1943261488,1958.0,555358.6459478546
868,0.804,0.001,0.0001,16,0.4857027312180535,3611016.7399401693,1957.0,3611017.270240774
869,0.804,0.001,0.0001,20,0.4367398035748129,3954798.3660315643,1957.0,3954798.8502343493
870,0.804,0.001,0.20007999999999998,2,,,,
871,0.804,0.001,0.20007999999999998,5,,,,
872,0.804,0.001,0.20007999999999998,9,,,,
873,0.804,0.001,0.20007999999999998,12,,,,
874,0.804,0.001,0.20007999999999998,16,,,,
875,0.804,0.001,0.20007999999999998,20,,,,
876,0.804,0.001,0.40005999999999997,2,,,,
877,0.804,0.001,0.40005999999999997,5,,,,
878,0.804,0.001,0.40005999999999997,9,,,,
879,0.804,0.001,0.40005999999999997,12,,,,
880,0.804,0.001,0.40005999999999997,16,,,,
881,0.804,0.001,0.40005999999999997,20,,,,
882,0.804,0.001,0.6000399999999999,2,,,,
883,0.804,0.001,0.6000399999999999,5,,,,
884,0.804,0.001,0.6000399999999999,9,,,,
885,0.804,0.001,0.6000399999999999,12,,,,
886,0.804,0.001,0.6000399999999999,16,,,,
887,0.804,0.001,0.6000399999999999,20,,,,
888,0.804,0.001,0.80002,2,,,,
889,0.804,0.001,0.80002,5,,,,
890,0.804,0.001,0.80002,9,,,,
891,0.804,0.001,0.80002,12,,,,
892,0.804,0.001,0.80002,16,,,,
893,0.804,0.001,0.80002,20,,,,
894,0.804,0.001,1.0,2,,,,
895,0.804,0.001,1.0,5,,,,
896,0.804,0.001,1.0,9,,,,
897,0.804,0.001,1.0,12,,,,
898,0.804,0.001,1.0,16,,,,
899,0.804,0.001,1.0,20,,,,
900,0.804,20.0008,0.0001,2,,,,
901,0.804,20.0008,0.0001,5,,,,
902,0.804,20.0008,0.0001,9,,,,
903,0.804,20.0008,0.0001,12,,,,
904,0.804,20.0008,0.0001,16,,,,
905,0.804,20.0008,0.0001,20,,,,
906,0.804,20.0008,0.20007999999999998,2,,,,
907,0.804,20.0008,0.20007999999999998,5,-2.293784367501764,23126528.587195225,9.0,23126528.587196976
908,0.804,20.0008,0.20007999999999998,9,,,,
909,0.804,20.0008,0.20007999999999998,12,,,,
910,0.804,20.0008,0.20007999999999998,16,,,,
911,0.804,20.0008,0.20007999999999998,20,-0.08526747457576844,7619949.114812912,27.0,7619949.114860747
912,0.804,20.0008,0.40005999999999997,2,,,,
913,0.804,20.0008,0.40005999999999997,5,,,,
914,0.804,20.0008,0.40005999999999997,9,,,,
915,0.804,20.0008,0.40005999999999997,12,,,,
916,0.804,20.0008,0.40005999999999997,16,,,,
917,0.804,20.0008,0.40005999999999997,20,,,,
918,0.804,20.0008,0.6000399999999999,2,,,,
919,0.804,20.0008,0.6000399999999999,5,,,,
920,0.804,20.0008,0.6000399999999999,9,,,,
921,0.804,20.0008,0.6000399999999999,12,,,,
922,0.804,20.0008,0.6000399999999999,16,,,,
923,0.804,20.0008,0.6000399999999999,20,,,,
924,0.804,20.0008,0.80002,2,,,,
925,0.804,20.0008,0.80002,5,,,,
926,0.804,20.0008,0.80002,9,,,,
927,0.804,20.0008,0.80002,12,,,,
928,0.804,20.0008,0.80002,16,,,,
929,0.804,20.0008,0.80002,20,,,,
930,0.804,20.0008,1.0,2,,,,
931,0.804,20.0008,1.0,5,,,,
932,0.804,20.0008,1.0,9,,,,
933,0.804,20.0008,1.0,12,,,,
934,0.804,20.0008,1.0,16,,,,
935,0.804,20.0008,1.0,20,,,,
936,0.804,40.0006,0.0001,2,,,,
937,0.804,40.0006,0.0001,5,,,,
938,0.804,40.0006,0.0001,9,,,,
939,0.804,40.0006,0.0001,12,,,,
940,0.804,40.0006,0.0001,16,,,,
941,0.804,40.0006,0.0001,20,,,,
942,0.804,40.0006,0.20007999999999998,2,,,,
943,0.804,40.0006,0.20007999999999998,5,,,,
944,0.804,40.0006,0.20007999999999998,9,,,,
945,0.804,40.0006,0.20007999999999998,12,,,,
946,0.804,40.0006,0.20007999999999998,16,,,,
947,0.804,40.0006,0.20007999999999998,20,,,,
948,0.804,40.0006,0.40005999999999997,2,,,,
949,0.804,40.0006,0.40005999999999997,5,,,,
950,0.804,40.0006,0.40005999999999997,9,,,,
951,0.804,40.0006,0.40005999999999997,12,,,,
952,0.804,40.0006,0.40005999999999997,16,,,,
953,0.804,40.0006,0.40005999999999997,20,,,,
954,0.804,40.0006,0.6000399999999999,2,,,,
955,0.804,40.0006,0.6000399999999999,5,,,,
956,0.804,40.0006,0.6000399999999999,9,,,,
957,0.804,40.0006,0.6000399999999999,12,,,,
958,0.804,40.0006,0.6000399999999999,16,,,,
959,0.804,40.0006,0.6000399999999999,20,,,,
960,0.804,40.0006,0.80002,2,,,,
961,0.804,40.0006,0.80002,5,,,,
962,0.804,40.0006,0.80002,9,,,,
963,0.804,40.0006,0.80002,12,,,,
964,0.804,40.0006,0.80002,16,,,,
965,0.804,40.0006,0.80002,20,,,,
966,0.804,40.0006,1.0,2,,,,
967,0.804,40.0006,1.0,5,,,,
968,0.804,40.0006,1.0,9,,,,
969,0.804,40.0006,1.0,12,,,,
970,0.804,40.0006,1.0,16,,,,
971,0.804,40.0006,1.0,20,,,,
972,0.804,60.0004,0.0001,2,,,,
973,0.804,60.0004,0.0001,5,,,,
974,0.804,60.0004,0.0001,9,,,,
975,0.804,60.0004,0.0001,12,,,,
976,0.804,60.0004,0.0001,16,,,,
977,0.804,60.0004,0.0001,20,,,,
978,0.804,60.0004,0.20007999999999998,2,,,,
979,0.804,60.0004,0.20007999999999998,5,,,,
980,0.804,60.0004,0.20007999999999998,9,,,,
981,0.804,60.0004,0.20007999999999998,12,,,,
982,0.804,60.0004,0.20007999999999998,16,,,,
983,0.804,60.0004,0.20007999999999998,20,,,,
984,0.804,60.0004,0.40005999999999997,2,,,,
985,0.804,60.0004,0.40005999999999997,5,,,,
986,0.804,60.0004,0.40005999999999997,9,,,,
987,0.804,60.0004,0.40005999999999997,12,,,,
988,0.804,60.0004,0.40005999999999997,16,,,,
989,0.804,60.0004,0.40005999999999997,20,,,,
990,0.804,60.0004,0.6000399999999999,2,,,,
