,eta,epsilon,sigma_init,mu,K,testing_mse,CB_size,tradeOff_dist
0,0.1,0.01,0.01,0.001,2,0.13519237377913668,112,0.13806150052798138
1,0.1,0.01,0.01,0.001,5,0.13517675043332703,112,0.1380462018952857
2,0.1,0.01,0.01,0.001,10,0.13521359848520823,112,0.1380822842196605
3,0.1,0.01,0.01,0.001,20,0.1352779278101278,112,0.13814527770648602
4,0.1,0.01,0.01,0.1,2,0.07779455110150557,112,0.08268005915022535
5,0.1,0.01,0.01,0.1,5,0.07749529750017538,112,0.082398550561528
6,0.1,0.01,0.01,0.1,10,0.07234725507524596,112,0.07757657711527818
7,0.1,0.01,0.01,0.1,20,0.056362244913190605,112,0.06293411357645773
8,0.1,0.01,0.01,0.1,2,0.07779455110150557,112,0.08268005915022535
9,0.1,0.01,0.01,0.1,5,0.07749529750017538,112,0.082398550561528
10,0.1,0.01,0.01,0.1,10,0.07234725507524596,112,0.07757657711527818
11,0.1,0.01,0.01,0.1,20,0.056362244913190605,112,0.06293411357645773
12,0.1,0.01,0.01,1.0,2,0.04847315230955174,112,0.055978982616916154
13,0.1,0.01,0.01,1.0,5,0.05260359894403136,112,0.05959143077544369
14,0.1,0.01,0.01,1.0,10,0.07609242776134557,112,0.08108056217500959
15,0.1,0.01,0.01,1.0,20,0.047936839503514454,112,0.05551522837551606
16,0.1,0.01,0.1,0.001,2,0.09465776634685173,112,0.09871217113292148
17,0.1,0.01,0.1,0.001,5,0.09465783770756157,112,0.09871223956263511
18,0.1,0.01,0.1,0.001,10,0.09465805396543217,112,0.09871244693817832
19,0.1,0.01,0.1,0.001,20,0.094658813592433,112,0.09871317536543427
20,0.1,0.01,0.1,0.1,2,0.09405144300934216,112,0.09813090202448736
21,0.1,0.01,0.1,0.1,5,0.09405816551404368,112,0.09813734508263017
22,0.1,0.01,0.1,0.1,10,0.09407849618108984,112,0.09815683085600989
23,0.1,0.01,0.1,0.1,20,0.09415035867935675,112,0.09822570966631662
24,0.1,0.01,0.1,0.1,2,0.09405144300934216,112,0.09813090202448736
25,0.1,0.01,0.1,0.1,5,0.09405816551404368,112,0.09813734508263017
26,0.1,0.01,0.1,0.1,10,0.09407849618108984,112,0.09815683085600989
27,0.1,0.01,0.1,0.1,20,0.09415035867935675,112,0.09822570966631662
28,0.1,0.01,0.1,1.0,2,0.08974714087524205,112,0.09401355910335776
