,Ka,embedding,epsilon,eta,mu,split0_r2,split1_r2,split2_r2,split3_r2,split4_r2,split5_r2,split6_r2,split7_r2,split8_r2,split9_r2,r2_mean,r2_std
0,10,5,1.3055267521432878,0.08428303845098711,0.4336547993389047,0.6428222497925024,0.39027437382073615,0.6710528435705636,-0.011450334346445,0.5619780361102396,0.5084313410353211,0.46614904779248006,0.33470254419716844,0.4672246114276031,0.6352400718317333,0.4666424785231902,0.19076078971823227
1,10,7,0.975174422525385,0.32741274355183697,0.9736627605010293,-0.008513703086338986,0.03593844746380583,-0.04332205439191571,-0.013446990373863094,0.03175773422028908,-0.03911605817387593,0.00028532089082354827,-0.021952185138194902,-0.05592018662998496,-0.023436134625838868,-0.0137725809845094,0.028673605341161625
2,6,5,0.8855695922016594,0.26331326638872216,0.3473961604172684,0.8258893803067867,0.6070009468967009,0.7165518012875711,-0.0042337070296346365,0.4455793193622137,0.5334957904502281,0.6485512538232054,0.7234728932734464,0.5416066726887252,0.45021889888811495,0.5488133249947358,0.21800744449408366
3,9,8,0.8364830796810959,0.42284179186531057,0.15035078041264516,0.7597649083410846,0.3767296716803024,0.6952237238397365,0.6235056167219171,0.5988145729444343,0.4814724546710164,0.5332229202870581,0.5730963066032575,0.28197560397574184,0.5331610043751954,0.5456966783439743,0.13429302615956895
4,5,7,1.047216090547421,0.22946864108986284,0.5304774795512048,0.01912495510175837,-0.00682571069173199,-0.019434582091554707,0.015497323690144588,0.5371550304907944,-0.03693838996133795,-0.011685588077944703,-0.014113988855792996,0.49236693247404534,0.08532630118948022,0.10604722832678606,0.20700521270055425
5,8,5,1.2640395841502143,0.08184289779753509,0.7686156243223572,0.050846788229001294,-0.00840331336226332,0.13713379034062792,0.7115004770883717,0.336069099538149,0.6576965721014838,-0.006228914722561213,-0.013726950419072886,0.6886734137804951,0.28660487757007813,0.2840165840144309,0.28691258125193253
6,9,8,0.4726646866535199,0.17864953025317756,0.22655035442437188,0.5530891122384254,0.013456577040787,-0.04466490151727599,0.5469893860637243,0.6005974214809907,-0.04181653800102651,0.046660684639773506,0.6112306975716587,0.06501263770805543,0.3217823864921,0.26723374637172126,0.2718747604028209
7,5,5,0.7482820155864282,0.01795945319595433,0.23232138825158766,0.4468056821767381,-0.013085670489143641,0.14911016967242144,0.24267052297804756,0.16470881974885523,0.5566782055744062,0.6065390733749104,0.2347824066056683,0.32072146276058267,-0.04182814346010415,0.2667102528942382,0.20838178517757164
8,6,9,1.463640598206967,0.04081249443461285,0.44703195379934146,-0.027962389791434995,0.01935615223292684,-0.0434323397175166,0.23287220819899895,-0.018005697965150714,0.3098644965238962,0.37911766731463076,-0.02519998495042543,-0.05189279082425713,0.022338189496788154,0.0797055510518456,0.15415575026526826
9,6,6,2.0396181354934977,0.12872571994414425,0.18090958513604516,0.5375231734250978,0.4849978939800684,0.6614330345910434,0.3689827447629651,0.5813594172062018,0.5212562981622111,0.31315792774100565,0.3418485053910132,-0.1337249818933756,0.5338721224533012,0.42107061358195325,0.21267544068387045
10,7,8,1.6013722824369125,0.10781670964151932,0.3350472290083525,0.6753998470171303,0.15681465929073232,0.5724378663784712,0.49074067430085994,-0.0337388877993443,0.43815606388880274,0.642900576743996,-0.009930883687983866,0.19685762639704912,0.4697800554036597,0.35994175979333726,0.2489320499638372
11,9,8,2.0767476761184525,0.014906341705563488,0.2188767560948347,0.33171877563988084,0.34442814920666653,0.3395440872900279,-0.01090390216964891,0.20139638349623476,0.08201952790922232,0.564221859110162,0.25795503385926166,-0.07599300870673702,0.15222681439397445,0.2186613720029044,0.18085131316633654
12,8,9,1.406216650930797,0.026936107403545434,0.4763107728563063,0.3379397200065474,0.00107150020593364,0.023875270804686044,-0.012541763591111138,0.2728767876720898,0.4289122799721857,-0.020868476892958544,-0.023446932581943247,-0.11086162851057697,0.17898556232930646,0.1075942319414159,0.1740417791005947
13,8,7,0.4179391672910394,0.015400118196017266,0.6663295894652734,-0.019176020843417286,-0.006696793227420556,-0.022355805468457047,-0.00975972787882795,0.04974217367727811,-0.054431766941658466,-0.021643043039659415,-0.012536461688268209,-0.11895479608457862,-0.023474339762384368,-0.02392865812573938,0.0400571688482326
14,6,6,1.9991421069014843,0.13354058487805395,0.023571635612109836,0.7001520870483041,0.6405381730009906,0.6706768999531432,0.6674342369232085,0.6081285534763683,0.6543196111230863,0.6307364107769338,0.6725571040618739,0.5290918982452852,0.6557352663111262,0.642937024092032,0.04487854360905513
