,Ka,embedding,epsilon,eta,mu,split0_r2,split1_r2,split2_r2,split3_r2,split4_r2,split5_r2,split6_r2,split7_r2,split8_r2,split9_r2,r2_mean,r2_std
0,10,5,1.3055267521432878,0.08428303845098711,0.4336547993389047,-0.0782438290420994,-0.021257934539576633,-0.057408337871454586,0.0006628285464514383,-0.019552132321870547,0.022791413474680184,-0.040935139621909915,0.0008639830464610643,0.10661978203916762,-0.048663829506332114,-0.013512319579648288,0.049354268419311405
1,10,7,0.975174422525385,0.32741274355183697,0.9736627605010293,-0.3030162938502747,-0.09035520338383086,-0.15520999511433214,-0.04419335689140073,-0.05470828703055371,-0.015838972418977908,-0.0006321036002403801,-0.05507109489817027,-0.05135420508951656,-0.026694163888393258,-0.07970736761656905,0.08492373961490993
2,6,5,0.8855695922016594,0.26331326638872216,0.3473961604172684,-0.15016099133794808,-0.1503549818984673,-0.04319905071893599,-0.06376527145071788,-0.044969875017288566,-0.1975353167568636,-0.012547447078649947,-0.054708119312860945,-0.010517294227660423,-0.1325205939820639,-0.08602789417814567,0.062405412457333664
3,9,8,0.8364830796810959,0.42284179186531057,0.15035078041264516,-0.24279936257815207,-0.24389162466125325,-0.29571548311575324,-0.553731285000621,-0.21722889890595382,-0.23182935909467006,-0.2690242069264395,-0.689928740892698,-0.28934614148714205,-0.3043663158725699,-0.3337861418535253,0.14967890117452357
4,5,7,1.047216090547421,0.22946864108986284,0.5304774795512048,-0.2901963606559921,-0.14958477613286617,-0.02419235458513557,-0.11805557497696237,-0.0347008415366445,-0.018413347727566764,-0.033886006891750746,-0.017155050753601804,9.742719347656803e-05,-0.031396612606525105,-0.07174834986735686,0.08579346040804406
5,8,5,1.2640395841502143,0.08184289779753509,0.7686156243223572,-0.0021381801009913493,-0.05559835329918479,-0.012734230422878579,-0.06468151236587558,-0.03817399036613639,-0.03919064729846722,0.02400912582086349,-0.002262001966912641,0.0011556085816070093,-0.042614362387020856,-0.02322285438049969,0.027277522209540064
6,9,8,0.4726646866535199,0.17864953025317756,0.22655035442437188,-0.008324409924845854,-0.22117520685472938,-0.05567061750982535,-0.05371859829177182,-0.1227323010191919,-0.055352603311229896,-0.06904049840358903,-0.14884309362967554,0.011441227991424153,-0.1252323313514821,-0.08486484323049168,0.06619235687023944
7,5,5,0.7482820155864282,0.01795945319595433,0.23232138825158766,-0.2632027974540819,-0.25974265118557127,-0.06815861544024657,0.0076077949851852235,-0.07986843403890816,-0.14887388346217936,-0.06696194398540381,-0.0008182591168911346,-0.06354991294818807,-0.13153752668113958,-0.10751062293274247,0.08956995935374039
8,6,9,1.463640598206967,0.04081249443461285,0.44703195379934146,-0.021431226255519752,-0.01922567340906329,-0.0831608030601648,-0.06205418833210545,-0.1057614926055622,-0.023424290659298276,-0.025182935458152794,-0.01922625565358583,0.04502936198075458,-0.012725031764105171,-0.0327162535216803,0.03977363789830156
9,6,6,2.0396181354934977,0.12872571994414425,0.18090958513604516,0.014824161198791892,-0.012693604465331566,-0.04968494907349022,0.004275690170941299,-0.31246832809233727,-0.05159011367913444,-0.0204615513408233,-0.2911489353125246,0.054471215990780995,-0.7586477142922629,-0.142312412889539,0.23755786067725532
10,7,8,1.6013722824369125,0.10781670964151932,0.3350472290083525,-0.005220032908135908,-0.04781216539084617,-0.0026181471438054714,0.016297363970118516,-0.11735096294337004,-0.056610159759240386,-0.013082826162002093,-0.015582189534982827,-0.0399351420123676,-0.027801801507645153,-0.030971606339227714,0.03570852289699838
11,9,8,2.0767476761184525,0.014906341705563488,0.2188767560948347,-0.05847924467972482,-0.08721654900050463,-0.021550190765543563,-0.018468677814346718,0.009811143353973368,-0.15489487360316545,-0.12073594915679649,-0.06166291369173266,-0.05135435098110301,-0.05981417666055061,-0.06243657829994946,0.04640254088142386
12,8,9,1.406216650930797,0.026936107403545434,0.4763107728563063,-0.1053737050330725,-0.005520791499487493,-0.0008695371626849413,-0.09779379852860176,0.02059147102304005,-0.036922406837934144,-0.008197522257989965,-0.02532074168940603,-0.02316492614331745,-0.09319190090316766,-0.03757638590326219,0.04277334279062214
13,8,7,0.4179391672910394,0.015400118196017266,0.6663295894652734,-0.012422115131637051,0.005482816659835144,-0.0034609881266106533,-0.00972700143610064,-0.007025348685568178,-0.012060260934277405,0.002312003197700946,-0.004823166536735241,-0.0506924937313626,-0.01664288162122187,-0.010905943634597756,0.014736672943902223
14,6,6,1.9991421069014843,0.13354058487805395,0.023571635612109836,-0.03757735661115293,-0.36688380248850205,-0.60227411983604,-0.1787141046060589,-0.28436124414108177,-0.013389121610389987,-0.07994805455827626,-0.07795541502007955,-0.08096389213831626,-0.21595307939771152,-0.19380201904076094,0.1737229435803107
15,6,7,1.4473192616715789,0.44802825641622607,0.888193471347177,-0.11414783876208805,-0.08848722320422446,-0.1855645140100685,-0.05520202826815439,-0.1908362458546967,-0.21361675604087366,-0.19554324829366979,-0.013502180360267268,0.03222047317986205,-0.041963015242573495,-0.1066642576856754,0.08236361298173074
16,5,6,0.13997533081751748,0.05629289783833176,0.9895867288127285,-0.008242687892958216,-0.0017261274229098678,-0.005573922439926915,-0.0017066092813694366,-0.005417850939793523,-0.013716882927319929,-0.006645649339310467,-0.006858661691070888,-0.011249639598632632,-0.009666560408021191,-0.007080459194131307,0.0036370617920395954
17,12,8,0.3374554379084881,0.03469316196903145,0.42426299451467,-0.05428204686080183,-0.056374458433551974,-0.010281440541673043,0.003530054735014021,-0.008271312258586216,-0.0047189035903159315,-0.00877086070216695,-0.004294280961336727,-0.011893087412152514,-0.01133455135467033,-0.016669088738024147,0.01979942770427391
18,8,7,1.2303777332097507,0.29497370444006277,0.5189689606670145,-0.12449747335457506,-0.0858187685486557,-0.11664517378131087,-0.006797419710215852,-0.1482521057958789,-0.0019728056062608525,-0.13453616410491692,-0.12066967848572374,0.07024131060837678,-0.20997783843024848,-0.08789261172094096,0.07933091161545835
19,14,7,1.2518929911123586,0.379180822971346,0.32856895245132367,0.05445799306245519,-0.031118480711826567,-0.07708357156016753,-0.026654891481194785,-0.06567326494813983,-0.7848789673867442,-0.14445967996833448,0.004916311263094464,-0.12632478172517383,-0.11779949757245858,-0.131461883102849,0.22557471900444281
20,7,8,1.394348280375111,0.26883745695774974,0.27473016428344965,-0.17109743631985225,-0.0724429299334143,-0.1601679393371082,-0.14108542315388395,-0.2441586951012303,-0.09201594095508064,-0.022951345325954907,-0.07617079658997086,-0.013487784753254439,-0.12816311566141034,-0.112174140713116,0.06728124450818858
21,8,5,0.42988092048376825,0.042490599338098324,0.15644176272911225,-0.16891138637497807,0.037816744922830846,-0.040294749788709186,-0.019687413165794188,-0.17699926894409357,0.040715552129760774,0.020176136018439022,-0.10032224093832323,0.08166544923533867,0.006365024295308069,-0.03194761526102209,0.08481380049808752
22,7,8,1.5074745585798326,0.030910982802406454,0.44328806198204407,-0.10350554807218752,-0.05605059718840433,-0.006218993844029802,-0.056405658439508045,-0.03253146674464023,0.024401822719255627,-0.009906246249537547,-0.028987224461415585,0.0033393286674015476,-0.017987285643607243,-0.028385186925667317,0.03456151831931389
23,13,8,0.8921965508467246,0.3329218835995721,0.6489210762313129,-0.09633030143468055,-0.12782149892386854,-0.15613913115542963,-0.014017605860208088,-0.02938895821925952,-0.06402695248253196,-0.025941044882799923,-0.18938799206585064,-0.0621513449920181,-0.20723292467724477,-0.09724377546938917,0.06628910246082471
